#species_file	protein_name	nb_OG_fused	list_fused_OGs
Xestes.fasta	Xestes_maker-XT_scaffold5887-snap-gene-0.39-mRNA-1	2	OG_2563 OG_2669
Xesp.fasta	Xesp_018652-T1	2	OG_2551 OG_6276
Tcas.fasta	Tcas_TC000063_001	2	OG_455 OG_465
Aque.fasta	Aque_Aqu2.1.13756_001	2	OG_2057 OG_2148
Spolac.fasta	Spolac_c104413_g2_i10_m.40295c104413-g2	2	OG_2888 OG_3038
Xesp.fasta	Xesp_018669-T1	2	OG_1769 OG_6157
Gfas.fasta	Gfas_gfas1.m1.14936.m1	2	OG_1557 OG_4058
Xesp.fasta	Xesp_018674-T1	2	OG_397 OG_3423
Exapal.fasta	Exapal_XM_021043991.2	2	OG_1492 OG_3527
Amil.fasta	Amil_Amillepora19531-RA	2	OG_1289 OG_1788
Xestes.fasta	Xestes_maker-XT_scaffold592-augustus-gene-0.32-mRNA-1	2	OG_2372 OG_5737
Fspp.fasta	Fspp_ffun1.m4.28413.m1	2	OG_362 OG_2957
Amil.fasta	Amil_Amillepora19561-RA	2	OG_1257 OG_6721
Xesp.fasta	Xesp_018714-T1	2	OG_1719 OG_1731
Pbac.fasta	Pbac_sb2651795	2	OG_1227 OG_3856
Xestes.fasta	Xestes_maker-XT_scaffold5932-snap-gene-0.138-mRNA-1	2	OG_3542 OG_4696
Xestes.fasta	Xestes_maker-XT_scaffold5936-augustus-gene-0.34-mRNA-1	2	OG_35 OG_974
Morvir.fasta	Morvir_scaffold6.g82.t1	2	OG_1791 OG_6726
Pbac.fasta	Pbac_sb2651806	2	OG_2085 OG_6189
Nemnom.fasta	Nemnom_g5171.t1	2	OG_1730 OG_2878
Pbac.fasta	Pbac_sb2651840	3	OG_2215 OG_2680 OG_5985
Acagra.fasta	Acagra_model.g7814.t1.1.5d3b84dc	2	OG_3707 OG_5905
Pbac.fasta	Pbac_sb2651841	2	OG_5833 OG_6920
Pbac.fasta	Pbac_sb2651861	2	OG_818 OG_4285
Emue.fasta	Emue_Em0018g1051a.t1	2	OG_5070 OG_5788
Microa.fasta	Microa_EP00043_Microstomoeca_roanoka_P006953	2	OG_5573 OG_5679
Nemnom.fasta	Nemnom_g5198.t1	2	OG_3368 OG_4593
Halamb.fasta	Halamb_c54369_g3_i2m.38099	2	OG_489 OG_5839
Hhon.fasta	Hhon_g02438.t1	2	OG_2833 OG_6227
Hhon.fasta	Hhon_g02440.t1	2	OG_2438 OG_2977
Amil.fasta	Amil_Amillepora19727-RA	2	OG_2640 OG_4092
Tetwil.fasta	Tetwil_g23563.t2	2	OG_4461 OG_5830
Tetwil.fasta	Tetwil_g23567.t1	2	OG_197 OG_852
Xestes.fasta	Xestes_maker-XT_scaffold5999-augustus-gene-0.22-mRNA-1	2	OG_1631 OG_6640
Hvul.fasta	Hvul_g13858_1	2	OG_1182 OG_1523
Pbac.fasta	Pbac_sb2651975	2	OG_2945 OG_6378
Pbac.fasta	Pbac_sb2651979	2	OG_1691 OG_3730
Gfas.fasta	Gfas_gfas1.m1.15083.m1	2	OG_90 OG_3046
Emue.fasta	Emue_Em0018g1094a.t1	2	OG_2054 OG_5108
Pbac.fasta	Pbac_sb2651990	2	OG_971 OG_3461
Mbre.fasta	Mbre_EDQ90400	2	OG_3988 OG_6566
Cscu.fasta	Cscu_XM_023359444.1	2	OG_229 OG_886
Xestes.fasta	Xestes_maker-XT_scaffold6019-augustus-gene-0.23-mRNA-1	2	OG_1061 OG_2254
Rhoesc.fasta	Rhoesc_Res_003976-T1	2	OG_4093 OG_6188
Emue.fasta	Emue_Em0018g1108a.t1	2	OG_2493 OG_5075
Skow.fasta	Skow_XM_006820180.1	2	OG_3615 OG_5769
Diagra.fasta	Diagra_EP00040_Diaphanoeca_grandis_P020906	2	OG_4086 OG_5505
Hvul.fasta	Hvul_g13929_1	2	OG_561 OG_4210
Xestes.fasta	Xestes_maker-XT_scaffold6044-augustus-gene-0.38-mRNA-1	2	OG_2933 OG_6070
Pbac.fasta	Pbac_sb2652091	2	OG_1536 OG_3131
Tcas.fasta	Tcas_TC000308_001	2	OG_2342 OG_4564
Xestes.fasta	Xestes_maker-XT_scaffold6046-snap-gene-0.45-mRNA-1	2	OG_282 OG_1628
Emue.fasta	Emue_Em0018g1142a.t1	2	OG_4863 OG_5188
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P025261	2	OG_3423 OG_6676
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P025287	2	OG_706 OG_5986
Hvul.fasta	Hvul_g3999_1	2	OG_867 OG_5144
Tcas.fasta	Tcas_TC000365_001	2	OG_1339 OG_6323
Gasp.fasta	Gasp_gasp1.m3.19355.m1	2	OG_3177 OG_4386
Pbac.fasta	Pbac_sb2652135	2	OG_380 OG_5684
Pbac.fasta	Pbac_sb2652142	2	OG_3407 OG_6372
Aque.fasta	Aque_Aqu2.1.40608_001	2	OG_593 OG_594
Dgig.fasta	Dgig_XM_028541173.1	2	OG_3707 OG_5905
Stycar.fasta	Stycar_maker-SC_scaffold133382-snap-gene-0.4-mRNA-1	2	OG_4576 OG_6950
Pbac.fasta	Pbac_sb2652220	2	OG_3765 OG_4020
Xestes.fasta	Xestes_maker-XT_scaffold61279-augustus-gene-0.14-mRNA-1	2	OG_4255 OG_4794
Pbac.fasta	Pbac_sb2652235	2	OG_5323 OG_6301
Hvul.fasta	Hvul_g4078_1	2	OG_656 OG_2739
Emue.fasta	Emue_Em0018g1207a.t1	2	OG_618 OG_2235
Acagra.fasta	Acagra_model.g8027.t1	2	OG_5 OG_3406
Tetwil.fasta	Tetwil_g23720.t2	2	OG_1526 OG_2581
Xestes.fasta	Xestes_maker-XT_scaffold6146-augustus-gene-0.10-mRNA-1	2	OG_2135 OG_2511
Amil.fasta	Amil_Amillepora20004-RA	2	OG_1293 OG_1295
Tetwil.fasta	Tetwil_g23728.t2	2	OG_4451 OG_6306
Hvul.fasta	Hvul_g14116_1	2	OG_145 OG_698
Amil.fasta	Amil_Amillepora20049-RA	2	OG_3115 OG_5761
Aque.fasta	Aque_Aqu2.1.14306_001	2	OG_875 OG_6231
Hvul.fasta	Hvul_g414_1	3	OG_2046 OG_5691 OG_6102
Mbre.fasta	Mbre_EDQ90678	2	OG_4581 OG_6003
Mbre.fasta	Mbre_EDQ90696	2	OG_4673 OG_6679
Choper.fasta	Choper_EP00045_Choanoeca_perplexa_P018160	2	OG_6439 OG_6589
Pbac.fasta	Pbac_sb2652451	2	OG_244 OG_1583
Pbac.fasta	Pbac_sb2652455	2	OG_976 OG_3757
Coemet.fasta	Coemet_Cmet_C604434_01	2	OG_3778 OG_5696
Microa.fasta	Microa_EP00043_Microstomoeca_roanoka_P007570	2	OG_317 OG_984
Xestes.fasta	Xestes_maker-XT_scaffold6277-augustus-gene-0.21-mRNA-1	2	OG_725 OG_728
Amil.fasta	Amil_Amillepora20171-RA	2	OG_1256 OG_1943
Hvul.fasta	Hvul_g14300_1	2	OG_1019 OG_2710
Xestes.fasta	Xestes_maker-XT_scaffold62908-snap-gene-0.26-mRNA-1	2	OG_382 OG_5901
Aque.fasta	Aque_Aqu2.1.40817_001	2	OG_3454 OG_3937
Xestes.fasta	Xestes_maker-XT_scaffold6291-snap-gene-0.14-mRNA-1	2	OG_631 OG_3568
Saldol.fasta	Saldol_EP00054_Salpingoeca_dolichothecata_P012169	2	OG_4058 OG_5215
Bralan.fasta	Bralan_BLAG12000334_1	2	OG_6025 OG_6306
Xesp.fasta	Xesp_019280-T1	2	OG_1259 OG_2882
Pbac.fasta	Pbac_sb2652646	3	OG_1404 OG_1514 OG_2868
Codhol.fasta	Codhol_EP00042_Codosiga_hollandica_P043445	2	OG_3438 OG_5793
Hsap.fasta	Hsap_ENST00000341698	2	OG_911 OG_1379
Pbac.fasta	Pbac_sb2652688	2	OG_459 OG_2920
Tetwil.fasta	Tetwil_g23934.t3	2	OG_2756 OG_5687
Opea.fasta	Opea_EP00118_Oscarella_pearsei_P020689	2	OG_5365 OG_6051
Dpul.fasta	Dpul_mRNA13258	2	OG_56 OG_3964
Xesp.fasta	Xesp_019334-T1	2	OG_783 OG_4284
Amil.fasta	Amil_Amillepora20316-RA	2	OG_1284 OG_6443
Pbac.fasta	Pbac_sb2652734	2	OG_500 OG_3377
Hvul.fasta	Hvul_g4489_1	2	OG_3044 OG_4269
Acagra.fasta	Acagra_model.g825.t1	2	OG_3040 OG_3595
Bralan.fasta	Bralan_BLAG12000441_1	2	OG_298 OG_3903
Xestes.fasta	Xestes_maker-XT_scaffold6427-snap-gene-0.8-mRNA-1	3	OG_4668 OG_5721 OG_6142
Nemnom.fasta	Nemnom_g5724.t1	2	OG_5443 OG_6684
Pbac.fasta	Pbac_sb2652787	2	OG_121 OG_1138
Pbac.fasta	Pbac_sb2652791	2	OG_831 OG_5411
Pbac.fasta	Pbac_sb2652797	2	OG_497 OG_3956
Emue.fasta	Emue_Em0018g351a.t1	2	OG_1834 OG_6697
HoiH06.fasta	HoiH06_mRNA3345	2	OG_2083 OG_2272
Emue.fasta	Emue_Em0018g361a.t1	2	OG_4323 OG_5326
Saldol.fasta	Saldol_EP00054_Salpingoeca_dolichothecata_P012469	2	OG_1453 OG_1814
Nemnom.fasta	Nemnom_g5777.t1	3	OG_1152 OG_2793 OG_3173
Xesp.fasta	Xesp_019552-T1	2	OG_4077 OG_6209
Hvul.fasta	Hvul_g4561_1	2	OG_745 OG_3041
Adig.fasta	Adig_XM_015920366.1	2	OG_1132 OG_4390
Xestes.fasta	Xestes_maker-XT_scaffold6501-augustus-gene-0.12-mRNA-1	2	OG_1918 OG_6321
Coeast.fasta	Coeast_Cast_sb793114	2	OG_2325 OG_4783
Hvul.fasta	Hvul_g4581_1	2	OG_1630 OG_3375
Pbac.fasta	Pbac_sb2652866	2	OG_203 OG_4642
Tcas.fasta	Tcas_TC001103_001	2	OG_3072 OG_4561
Beraby.fasta	Beraby_Baby_sb329318	2	OG_5873 OG_6125
Xestes.fasta	Xestes_maker-XT_scaffold6544-augustus-gene-0.19-mRNA-1	2	OG_1000 OG_6450
Mbre.fasta	Mbre_EDQ91017	2	OG_3960 OG_5651
Nemnom.fasta	Nemnom_g5829.t1	2	OG_1729 OG_2334
Pbac.fasta	Pbac_sb2652915	2	OG_344 OG_1048
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P026590	2	OG_2596 OG_3550
Mbre.fasta	Mbre_EDQ91032	2	OG_6235 OG_6491
Emue.fasta	Emue_Em0018g428a.t1	2	OG_2373 OG_6396
Hvul.fasta	Hvul_g4608_1	2	OG_967 OG_6256
Mbre.fasta	Mbre_EDQ91042	2	OG_2634 OG_5679
Amil.fasta	Amil_Amillepora20474-RA	2	OG_4719 OG_5732
Acagra.fasta	Acagra_model.g8383.t1	2	OG_1860 OG_5589
Skow.fasta	Skow_XM_006820956.1	2	OG_1814 OG_5665
Skow.fasta	Skow_XM_006820957.1	2	OG_1814 OG_5665
Gfas.fasta	Gfas_gfas1.m1.1562.m1	2	OG_1700 OG_5377
Mbre.fasta	Mbre_EDQ91053	2	OG_732 OG_1723
Hvul.fasta	Hvul_g464_1	2	OG_1362 OG_2233
Hvul.fasta	Hvul_g14608_1	2	OG_2622 OG_3227
Xestes.fasta	Xestes_maker-XT_scaffold6597-augustus-gene-0.44-mRNA-1	2	OG_13 OG_5625
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P026722	2	OG_2249 OG_6625
Tetwil.fasta	Tetwil_g24158.t1	2	OG_6436 OG_6576
Aaur.fasta	Aaur_scaffold10.g149.t1	3	OG_1136 OG_4497 OG_4713
Xestes.fasta	Xestes_maker-XT_scaffold668-augustus-gene-0.50-mRNA-1	2	OG_166 OG_5290
Hvul.fasta	Hvul_g14627_1	2	OG_2929 OG_3990
Aaur.fasta	Aaur_scaffold10.g176.t1	2	OG_1396 OG_4803
Xestes.fasta	Xestes_maker-XT_scaffold66-snap-gene-0.15-mRNA-1	2	OG_3466 OG_3930
Emue.fasta	Emue_Em0018g497a.t1	2	OG_1411 OG_4185
Aaur.fasta	Aaur_scaffold10.g189.t1	2	OG_4758 OG_6402
Nemnom.fasta	Nemnom_g5953.t1	2	OG_3348 OG_5886
Aaur.fasta	Aaur_scaffold10.g195.t1	2	OG_4480 OG_4798
Aaur.fasta	Aaur_scaffold10.g197.t1	2	OG_4769 OG_4808
Tetwil.fasta	Tetwil_g24196.t1	2	OG_726 OG_5529
Aaur.fasta	Aaur_scaffold10.g204.t1	2	OG_4796 OG_6026
Nemnom.fasta	Nemnom_g5960.t1	2	OG_1587 OG_6173
Pbac.fasta	Pbac_sb2653083	2	OG_1088 OG_6539
Adig.fasta	Adig_XM_015892368.1	2	OG_5555 OG_6449
Aaur.fasta	Aaur_scaffold10.g240.t1	2	OG_2819 OG_5589
Aaur.fasta	Aaur_scaffold10.g50.t1	2	OG_4774 OG_4838
Pbac.fasta	Pbac_sb2653115	2	OG_1819 OG_5274
Aaur.fasta	Aaur_scaffold10.g8.t1	2	OG_3017 OG_4498
Hvul.fasta	Hvul_g14750_1	2	OG_794 OG_6657
Skow.fasta	Skow_XM_006821142.1	2	OG_2925 OG_6070
Pbac.fasta	Pbac_sb2653175	2	OG_659 OG_2999
Aque.fasta	Aque_Aqu2.1.41183_001	3	OG_308 OG_1513 OG_2410
Bralan.fasta	Bralan_BLAG12000848_1	2	OG_2111 OG_6486
Xesp.fasta	Xesp_020337-T1	2	OG_4036 OG_6132
Stycar.fasta	Stycar_maker-SC_scaffold139468-augustus-gene-0.67-mRNA-1	2	OG_3262 OG_4070
Sanmal.fasta	Sanmal_Sma_001270-T1	2	OG_1278 OG_1317
Mertsp.fasta	Mertsp_Mesp_sb591137	2	OG_4169 OG_5868
Pbac.fasta	Pbac_sb2653288	2	OG_2212 OG_6945
Xesp.fasta	Xesp_020446-T1	2	OG_5108 OG_6336
Sanmal.fasta	Sanmal_Sma_001326-T1	2	OG_4103 OG_5933
HoiH23.fasta	HoiH23_PlH23_005002-RA	2	OG_4689 OG_6260
Hvul.fasta	Hvul_g14851_1	2	OG_1486 OG_2550
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P027335	2	OG_6249 OG_6291
Xestes.fasta	Xestes_maker-XT_scaffold743-augustus-gene-0.57-mRNA-1	2	OG_2867 OG_6313
Chem.fasta	Chem_TCONS_00030293	2	OG_314 OG_849
Hvul.fasta	Hvul_g4955_1	2	OG_218 OG_3285
Coemet.fasta	Coemet_Cmet_C607224_01	2	OG_2892 OG_5722
Tetwil.fasta	Tetwil_g24381.t1	2	OG_670 OG_4859
TrH2.fasta	TrH2_TrispH2_010146-RA	2	OG_5291 OG_6107
Stycar.fasta	Stycar_maker-SC_scaffold140162-augustus-gene-0.82-mRNA-1	2	OG_1820 OG_5929
Xesp.fasta	Xesp_020495-T1	2	OG_4303 OG_5682
Gfas.fasta	Gfas_gfas1.m1.15887.m1	2	OG_540 OG_6266
Hsap.fasta	Hsap_ENST00000352766	2	OG_2921 OG_5710
Amil.fasta	Amil_Amillepora21101-RA	2	OG_1542 OG_4400
Hvul.fasta	Hvul_g5049_1	2	OG_2041 OG_4359
Sanmal.fasta	Sanmal_Sma_001413-T1	2	OG_1296 OG_6673
Spolac.fasta	Spolac_c104698_g3_i1_m.42544c104698-g3	2	OG_1520 OG_5174
Acagra.fasta	Acagra_model.g8724.t1	2	OG_23 OG_2058
Codhol.fasta	Codhol_EP00042_Codosiga_hollandica_P044654	2	OG_340 OG_6158
Pbac.fasta	Pbac_sb2653487	2	OG_228 OG_702
Tetwil.fasta	Tetwil_g24484.t2	2	OG_101 OG_4678
Didcos.fasta	Didcos_EP00039_Didymoeca_costata_P030365	2	OG_340 OG_6158
Xesp.fasta	Xesp_020671-T1	2	OG_431 OG_2509
Sanmal.fasta	Sanmal_Sma_001454-T1	2	OG_1299 OG_6595
Amil.fasta	Amil_Amillepora21213-RA	2	OG_1610 OG_5590
Scil.fasta	Scil_scict009811.2	2	OG_2977 OG_6640
Pbac.fasta	Pbac_sb2653494	2	OG_919 OG_4861
Halamb.fasta	Halamb_c55471_g2_i3mm.6576	2	OG_2877 OG_4309
Xesp.fasta	Xesp_020696-T1	2	OG_3419 OG_4814
Tetwil.fasta	Tetwil_g24507.t2	2	OG_660 OG_1698
Cgig.fasta	Cgig_XM_011449543.3	2	OG_3707 OG_5905
Aque.fasta	Aque_Aqu2.1.41430_001	2	OG_5228 OG_6395
Emue.fasta	Emue_Em0018g794a.t1	2	OG_926 OG_6117
Sanmal.fasta	Sanmal_Sma_001493-T1	2	OG_1288 OG_3201
Hhon.fasta	Hhon_g03317.t1	2	OG_2657 OG_3163
Xestes.fasta	Xestes_maker-XT_scaffold825-augustus-gene-0.19-mRNA-1	2	OG_2953 OG_4786
Hvul.fasta	Hvul_g15033_1	2	OG_676 OG_3988
Stycar.fasta	Stycar_maker-SC_scaffold141093-augustus-gene-0.33-mRNA-1	3	OG_745 OG_2160 OG_2241
Emue.fasta	Emue_Em0018g812a.t1	2	OG_929 OG_6365
Pbac.fasta	Pbac_sb2653617	2	OG_4012 OG_4377
Stycar.fasta	Stycar_maker-SC_scaffold141131-augustus-gene-0.72-mRNA-1	2	OG_825 OG_6637
Xestes.fasta	Xestes_maker-XT_scaffold8362-augustus-gene-0.41-mRNA-1	3	OG_1619 OG_2566 OG_4316
Pocdam.fasta	Pocdam_XM_027181209.1	2	OG_5372 OG_6165
Xestes.fasta	Xestes_maker-XT_scaffold83739-snap-gene-0.15-mRNA-1	2	OG_603 OG_1498
Pbac.fasta	Pbac_sb2653651	2	OG_898 OG_6077
Hvul.fasta	Hvul_g15077_1	2	OG_4329 OG_4603
Spolac.fasta	Spolac_c104730_g4_i2_m.42848c100720-g2	2	OG_504 OG_1473
Pbac.fasta	Pbac_sb2653698	2	OG_534 OG_1259
Sanmal.fasta	Sanmal_Sma_001580-T1	2	OG_1310 OG_4205
Tetwil.fasta	Tetwil_g24601.t2	2	OG_2410 OG_4854
Xestes.fasta	Xestes_maker-XT_scaffold85-augustus-gene-0.20-mRNA-1	2	OG_694 OG_1028
Xestes.fasta	Xestes_maker-XT_scaffold862-snap-gene-0.33-mRNA-1	2	OG_768 OG_3855
Hvul.fasta	Hvul_g15146_1	2	OG_3419 OG_4582
Sanmal.fasta	Sanmal_Sma_001613-T1	2	OG_1324 OG_6081
Pbac.fasta	Pbac_sb2653757	2	OG_4719 OG_6057
Halamb.fasta	Halamb_c55641_g2_i2m.41352	2	OG_1475 OG_6004
Xestes.fasta	Xestes_maker-XT_scaffold872-augustus-gene-0.18-mRNA-1	2	OG_595 OG_5693
Xestes.fasta	Xestes_maker-XT_scaffold873-augustus-gene-0.9-mRNA-1	2	OG_673 OG_6357
Sanmal.fasta	Sanmal_Sma_001627-T1	2	OG_5932 OG_6039
Hhon.fasta	Hhon_g03433.t1	2	OG_3503 OG_3965
Mbre.fasta	Mbre_EDQ91677	2	OG_1337 OG_1479
Xestes.fasta	Xestes_maker-XT_scaffold8826-augustus-gene-0.34-mRNA-1	2	OG_516 OG_3542
Gasp.fasta	Gasp_gasp1.m3.2064.m1	2	OG_93 OG_5231
Emue.fasta	Emue_Em0018g967a.t1	2	OG_5235 OG_5500
Tetwil.fasta	Tetwil_g24681.t1	2	OG_2227 OG_6085
Xestes.fasta	Xestes_maker-XT_scaffold891-augustus-gene-0.13-mRNA-1	2	OG_392 OG_5078
Xestes.fasta	Xestes_maker-XT_scaffold8941-snap-gene-0.57-mRNA-1	2	OG_883 OG_1770
Nemnom.fasta	Nemnom_g6502.t1	2	OG_964 OG_2699
Xestes.fasta	Xestes_maker-XT_scaffold8981-snap-gene-0.58-mRNA-1	2	OG_1889 OG_6271
Stycar.fasta	Stycar_maker-SC_scaffold142519-snap-gene-0.105-mRNA-1	2	OG_965 OG_966
Sanmal.fasta	Sanmal_Sma_001696-T1	2	OG_1295 OG_3069
Xestes.fasta	Xestes_maker-XT_scaffold902-snap-gene-0.22-mRNA-1	2	OG_3453 OG_5218
Hhon.fasta	Hhon_g03529.t1	2	OG_1913 OG_5561
Pbac.fasta	Pbac_sb2653905	2	OG_2338 OG_4301
Sanmal.fasta	Sanmal_Sma_001715-T1	2	OG_1280 OG_3199
Rhoesc.fasta	Rhoesc_Res_005299-T1	2	OG_1492 OG_3527
Xestes.fasta	Xestes_maker-XT_scaffold914-snap-gene-0.12-mRNA-1	2	OG_173 OG_2870
Rhoesc.fasta	Rhoesc_Res_005305-T1	2	OG_2048 OG_4124
Xestes.fasta	Xestes_maker-XT_scaffold915-augustus-gene-0.47-mRNA-1	2	OG_453 OG_4394
Skow.fasta	Skow_XM_006821913.1	2	OG_70 OG_6368
Cgig.fasta	Cgig_XM_011450717.3	2	OG_6025 OG_6306
HoiH06.fasta	HoiH06_mRNA4388	2	OG_299 OG_5984
Xestes.fasta	Xestes_maker-XT_scaffold92364-augustus-gene-0.1261-mRNA-1	2	OG_4812 OG_4821
Pbac.fasta	Pbac_sb2653987	2	OG_88 OG_5573
Nemnom.fasta	Nemnom_g6630.t1	2	OG_254 OG_2995
Mbre.fasta	Mbre_EDQ91846	2	OG_1005 OG_5367
Xestes.fasta	Xestes_maker-XT_scaffold9404-snap-gene-0.28-mRNA-1	2	OG_3074 OG_5111
Aaur.fasta	Aaur_scaffold1199.g1.t1	2	OG_5249 OG_6496
Amil.fasta	Amil_Amillepora22067-RA	2	OG_1777 OG_6353
Horcal.fasta	Horcal_Hcv1.av93.c6.g332.i1	2	OG_3778 OG_5696
Tcas.fasta	Tcas_TC002652_001	2	OG_89 OG_3425
Dgig.fasta	Dgig_XM_028542876.1	2	OG_4677 OG_4706
Halamb.fasta	Halamb_c55922_g2_i2m.42055	2	OG_4451 OG_4612
Pbac.fasta	Pbac_sb2654121	2	OG_1356 OG_2858
Emue.fasta	Emue_Em0019g1174a.t1	2	OG_3238 OG_3537
Tetwil.fasta	Tetwil_g24916.t2	2	OG_2909 OG_5545
Amil.fasta	Amil_Amillepora22172-RA	2	OG_1877 OG_3915
Emue.fasta	Emue_Em0004g354a.t1	2	OG_2147 OG_2223
Xestes.fasta	Xestes_maker-XT_scaffold990-augustus-gene-0.15-mRNA-1	2	OG_445 OG_1391
Xesp.fasta	Xesp_021528-T1	2	OG_627 OG_3004
Xesp.fasta	Xesp_021530-T1	2	OG_532 OG_1255
Amil.fasta	Amil_Amillepora22244-RA	2	OG_714 OG_1616
Emue.fasta	Emue_Em0019g132a.t1	2	OG_761 OG_4284
Pbac.fasta	Pbac_sb2654303	2	OG_4764 OG_5787
Pbac.fasta	Pbac_sb2654304	2	OG_3183 OG_5787
Rhoesc.fasta	Rhoesc_Res_005577-T1	2	OG_6025 OG_6306
Pbac.fasta	Pbac_sb2654312	2	OG_893 OG_3059
Nemnom.fasta	Nemnom_g7031.t1	2	OG_1759 OG_2005
Xestes.fasta	Xestes_augustus_masked-XT_scaffold126497-processed-gene-0.3-mRNA-1	2	OG_4269 OG_5771
Hvul.fasta	Hvul_g15698_1	2	OG_174 OG_2794
Emue.fasta	Emue_Em0019g189a.t1	2	OG_3875 OG_4786
Xestes.fasta	Xestes_augustus_masked-XT_scaffold126525-processed-gene-0.1-mRNA-1	2	OG_5923 OG_6060
Amil.fasta	Amil_Amillepora22313-RA	2	OG_638 OG_2701
Tetwil.fasta	Tetwil_g25053.t2	2	OG_333 OG_826
Xesp.fasta	Xesp_021632-T1	2	OG_1508 OG_4575
Nemnom.fasta	Nemnom_g7095.t1	2	OG_98 OG_1468
Amil.fasta	Amil_Amillepora22370-RA	2	OG_736 OG_3075
Nemnom.fasta	Nemnom_g7102.t1	2	OG_1470 OG_5214
Xesp.fasta	Xesp_021652-T1	2	OG_851 OG_2069
Stycar.fasta	Stycar_maker-SC_scaffold144704-augustus-gene-0.10-mRNA-1	2	OG_2149 OG_4237
Emue.fasta	Emue_Em0019g260a.t1	2	OG_2129 OG_2304
Pbac.fasta	Pbac_sb2654464	2	OG_1385 OG_6415
Rhoesc.fasta	Rhoesc_Res_005732-T1	2	OG_2944 OG_4769
Xesp.fasta	Xesp_021707-T1	2	OG_270 OG_3670
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P030194	2	OG_278 OG_2000
Nvec.fasta	Nvec_v1g126398	2	OG_623 OG_6116
Emue.fasta	Emue_Em0019g287a.t1	2	OG_1488 OG_4874
Sanmal.fasta	Sanmal_Sma_004487-T1	2	OG_334 OG_2277
HoiH04.fasta	HoiH04_mRNA8359	2	OG_396 OG_4969
Xesp.fasta	Xesp_021721-T1	2	OG_615 OG_6264
Gfas.fasta	Gfas_gfas1.m1.16721.m1	2	OG_3083 OG_3297
Xestes.fasta	Xestes_snap_masked-XT_scaffold133777-processed-gene-0.2-mRNA-1	2	OG_1049 OG_2180
Emue.fasta	Emue_Em0019g312a.t1	2	OG_2925 OG_6046
HoiH04.fasta	HoiH04_mRNA8410	2	OG_2020 OG_4447
Pbac.fasta	Pbac_sb2654590	2	OG_533 OG_3817
Aque.fasta	Aque_Aqu2.1.42165_001	2	OG_1755 OG_6000
Acagra.fasta	Acagra_model.g15460.t1	2	OG_1968 OG_4677
Xestes.fasta	Xestes_snap_masked-XT_scaffold1393-processed-gene-0.5-mRNA-1	2	OG_68 OG_875
Pocdam.fasta	Pocdam_XM_027182115.1	2	OG_5240 OG_6249
Rhoesc.fasta	Rhoesc_Res_005858-T1	2	OG_181 OG_3674
Rhoesc.fasta	Rhoesc_Res_005860-T1	2	OG_872 OG_6750
Emue.fasta	Emue_Em0019g347a.t1	2	OG_1430 OG_4613
Xesp.fasta	Xesp_021796-T1	2	OG_705 OG_3309
Xesp.fasta	Xesp_021812-T1	2	OG_3060 OG_5645
Emue.fasta	Emue_Em0019g355a.t1	2	OG_2578 OG_5804
Halamb.fasta	Halamb_c56359_g1_i3m.43132	2	OG_4321 OG_5655
Hvul.fasta	Hvul_g15938_1	2	OG_283 OG_5513
Pocdam.fasta	Pocdam_XM_027182140.1	2	OG_2249 OG_6625
Tetwil.fasta	Tetwil_g25218.t2	2	OG_1829 OG_1906
Aque.fasta	Aque_Aqu2.1.16822_001	2	OG_2496 OG_3634
Sanmal.fasta	Sanmal_Sma_005314-T1	2	OG_288 OG_2255
Tetwil.fasta	Tetwil_g25222.t3	2	OG_365 OG_5695
Pbac.fasta	Pbac_sb2654703	2	OG_502 OG_1560
Acagra.fasta	Acagra_model.g9699.t1	2	OG_400 OG_4756
Nemnom.fasta	Nemnom_g7328.t1	2	OG_1686 OG_1779
Tetwil.fasta	Tetwil_g25239.t2	2	OG_931 OG_932
Bolinf.fasta	Bolinf_Binf_sb1243802	2	OG_1954 OG_2382
Pbac.fasta	Pbac_sb2654731	2	OG_388 OG_5738
Hvul.fasta	Hvul_g6093_1	2	OG_5235 OG_5838
Pbac.fasta	Pbac_sb2654737	3	OG_485 OG_589 OG_5766
Tetwil.fasta	Tetwil_g25251.t1	3	OG_4800 OG_5635 OG_6598
Sanmal.fasta	Sanmal_Sma_005344-T1	2	OG_3674 OG_3973
Acagra.fasta	Acagra_model.g9758.t1	2	OG_4760 OG_5726
Hvul.fasta	Hvul_g15990_1	2	OG_2559 OG_5274
Nemnom.fasta	Nemnom_g7366.t1	2	OG_5646 OG_5937
HoiH04.fasta	HoiH04_mRNA8642	2	OG_5240 OG_6249
Helnan.fasta	Helnan_EP00037_Helgoeca_nana_P030819	2	OG_2022 OG_4682
Acagra.fasta	Acagra_model.g1559.t1	2	OG_3440 OG_5780
Xestes.fasta	Xestes_augustus_masked-XT_scaffold135317-processed-gene-0.3-mRNA-1	2	OG_3165 OG_6535
Rhoesc.fasta	Rhoesc_Res_006070-T1	2	OG_4980 OG_5856
Tetwil.fasta	Tetwil_g25297.t2	2	OG_1162 OG_3272
