orthogroup	orthogroup_name_Mus	presence_expression	gain_expression	loss_expression	presence_conservation	gain_conservation	loss_conservation	n_presences_sps	is_tfs	is_ion	is_sig	is_neu	is_siggpcr	is_myo	genes_Tadh	genes_TrH2	genes_Hhon	genes_HoiH23	genes_Nvec	genes_Spis	genes_Hvul	genes_Mmus	genes_Dmel	genes_Mlei	genes_Spolac	annot_tfs	annot_ion	annot_sig	annot_neu	annot_siggpcr	annot_myo	pfam_architecture
OG_4507	zinc_finger_RANBP2_type_containing_2/Zranb2	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,TrH2	Metazoa	Tadh	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000106058										
OG_4540	LHFPL_tetraspan_subfamily_member_6/Lhfpl4	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE								Mmus_ENSMUST00000162280										
OG_4571	Abelson_helper_integration_site_1/Ahi1	Mmus	Mmus		Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT58114			HoiH23_PlH23_002828-RA				Mmus_ENSMUST00000105525										WD40/SH3_1/
OG_4583	Dtx3/ring_finger_protein_166/ring_finger_protein_4	Mmus	Mmus		Hhon,HoiH23,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,Hvul,Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000116229										
OG_4591	Tanc2	Mmus	Mmus		Mmus,Nvec,Spis,Spolac	Metazoa	Dmel,Hvul,Mlei,Placozoa	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000100330										
OG_4623	DLG_associated_protein_1/Dlgap1/Dlgap4	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000155016,Mmus_ENSMUST00000169464										
OG_4631	Shank1	Mmus	Mmus		Dmel,Hvul,Mmus,Nvec,Spis,Spolac	Metazoa	Mlei,Placozoa	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE							Hvul_g433_1	Mmus_ENSMUST00000107938	Dmel_FBtr0087601									
OG_4754	CAP_Gly_domain_containing_linker_protein_family_member_4/Clip3	Mmus	Mmus		Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000014065										
OG_4828	Ntrk2/Ntrk3	Mmus	Mmus		Hvul,Mlei,Mmus,Nvec,Spis	Metazoa	Dmel,Placozoa,Spolac	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000079828,Mmus_ENSMUST00000195262										
OG_4851	Susd4	Mmus	Mmus		Hvul,Mmus,Nvec,Spis	CniBil	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000085724										
OG_4888	Mapk8ip2/mitogen_activated_protein_kinase_8_interacting_protein_1	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla		1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE								Mmus_ENSMUST00000023291										
OG_4902	Rell2	Mmus	Mmus		Mmus,Nvec,Spis	CniBil	Dmel,Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000070709										
OG_4925	C_terminal_Src_kinase/fibroblast_growth_factor_receptor_2/leukocyte_receptor_tyrosine_kinase/Matk	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Spis,Spolac,Tadh,TrH2	Metazoa	Nvec	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000117488										
OG_5041	Ttc3	Mmus	Mmus		Hvul,Mmus,Nvec,Spis	CniBil	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000117648										
OG_507	Tcf25/transcription_factor_25	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000057934										
OG_5200	Ankrd12/ankyrin_repeat_domain_11/BRCA1_associated_RING_domain_1	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000038116										
OG_521	Fdx2/ferredoxin_2	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000010348										
OG_5262	Caln1	Mmus	Mmus		Dmel,Mlei,Mmus,Nvec	Metazoa	Hvul,Placozoa,Spis,Spolac	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000086029										
OG_5326	F_box_and_leucine_rich_repeat_protein_13/Fbxl16	Mmus	Mmus		Hhon,HoiH23,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Dmel,Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000045692										
OG_534	F_box_protein_9/Fbxo9	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000001402										
OG_5363	Tubb3	Mmus	Mmus		Dmel,Mmus,Spis	CniBil	Hvul,Nvec	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000071134										
OG_538	Pfkp/phosphofructokinase_muscle	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000021614										
OG_545	Ppm1e/protein_phosphatase_Mg2_Mn2_dependent_1E	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000055438										
OG_5757	Pfdn2/prefoldin_subunit_2	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000135941										
OG_577	Pkm/pyruvate_kinase_M1_2	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000034834										
OG_5784	NADH_ubiquinone_oxidoreductase_subunit_A8/Ndufa8	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000070112										
OG_5852	Aak1/BMP2_inducible_kinase	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000089519										
OG_5875	Dctn3/dynactin_subunit_3	Mmus	Mmus		Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000030158										
OG_589	Glrx5/glutaredoxin_5	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000021522										
OG_5940	Pop5/POP5_homolog_ribonuclease_P_MRP_subunit	Mmus	Mmus		Dmel,Hhon,HoiH23,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Hvul,Spolac	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000081497										
OG_5960	NADH_ubiquinone_oxidoreductase_subunit_A5/Ndufa5	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000023851										
OG_6047	R3H_domain_containing_4/R3hdm4	Mmus	Mmus		Hhon,HoiH23,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000045628										
OG_6064	NADH_ubiquinone_oxidoreductase_subunit_A13/Ndufa13	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000110167										
OG_6075	Scoc/short_coiled_coil_protein	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000081506										
OG_610	FCH_and_mu_domain_containing_endocytic_adaptor_2/Sgip1/SH3GL_interacting_endocytic_adaptor_1	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000106882										
OG_6131	Fam57b/TLC_domain_containing_3A/TLC_domain_containing_3B	Mmus	Mmus		Dmel,Hhon,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	HoiH23	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000079423										
OG_6137	Cox5a/cytochrome_c_oxidase_subunit_5A	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000000090										
OG_6146	Polr2m	Mmus	Mmus		Mmus,Nvec,Spis	CniBil	Dmel,Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000034720										
OG_6156	Tusc2	Mmus	Mmus		Hvul,Mmus,Nvec,Spis,Spolac	Metazoa	Dmel,Mlei,Placozoa	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000010198										
OG_6164	mitochondrial_fission_process_1/Mtfp1/novel_SEC14_like_2_S._cerevisiae_SEC14L2_and_mitochondrial_protein_18_kDa_MTP18_protein	Mmus	Mmus		Dmel,Hhon,HoiH23,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Hvul,Spolac	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000004868										
OG_6173	Snap47	Mmus	Mmus		Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000010038										
OG_6203	thioredoxin_related_transmembrane_protein_2/Tmx2	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Spolac	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000053664										
OG_6287	Tmem179	Mmus	Mmus		Mmus,Spis	CniBil	Dmel,Hvul,Nvec	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000066791										
OG_6290	Sub1/SUB1_regulator_of_transcription	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Spis,Spolac,Tadh,TrH2	Metazoa	Nvec	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000022816										
OG_6291	ribosomal_protein_L30/Rpl30	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000009039										
OG_6322	NA	Mmus	Mmus		Hhon,Mmus,Nvec,Spis,TrH2	CniBilPla	Dmel,HoiH23,Hvul,Tadh	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																		
OG_6324	centrosomal_protein_19/Cep19	Mmus	Mmus		Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000042869										
OG_6334	NA	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Spis,Spolac,Tadh,TrH2	Metazoa	Nvec	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																		
OG_6341	ubiquinol_cytochrome_c_reductase_complex_assembly_factor_2/Uqcc2	Mmus	Mmus		Hhon,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,HoiH23,Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000025045										
OG_6380	Sirt3/sirtuin_3	Mmus	Mmus		Hhon,HoiH23,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel,Hvul,Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000211179										
OG_6414	Nop10/NOP10_ribonucleoprotein	Mmus	Mmus		Dmel,HoiH23,Hvul,Mmus,Nvec,Tadh,TrH2	CniBilPla	Hhon,Spis	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000028553										
OG_6431	Med28/mediator_complex_subunit_28	Mmus	Mmus		Dmel,Hhon,HoiH23,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000156481										
OG_6439	fucose_mutarotase/Fuom	Mmus	Mmus		Hhon,HoiH23,Hvul,Mmus,Spolac,Tadh,TrH2	Metazoa	Anthozoa,Dmel,Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000142105										
OG_6454	ubiquinol_cytochrome_c_reductase_complex_III_subunit_X/Uqcr10	Mmus	Mmus		Dmel,HoiH23,Hvul,Mmus,Nvec,TrH2	CniBilPla	Hhon,Spis,Tadh	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000058407										
OG_6455	ubiquinol_cytochrome_c_reductase_complex_III_subunit_VII/Uqcrq	Mmus	Mmus		Dmel,HoiH23,Hvul,Mmus,Nvec,Tadh,TrH2	CniBilPla	Hhon,Spis	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000061326										
OG_6486	general_transcription_factor_IIH_subunit_5/Gtf2h5	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Tadh	CniBilPla	Spis,TrH2	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000039487										
OG_649	Cyfip2/cytoplasmic_FMR1_interacting_protein_2	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000093165										
OG_6491	Atp5k	Mmus	Mmus		Dmel,HoiH23,Hvul,Mmus,Nvec	CniBilPla	Hhon,Spis,Trichoplax	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000049628										
OG_6506	NADH_ubiquinone_oxidoreductase_subunit_A1/Ndufa1	Mmus	Mmus		Hhon,Mmus,Nvec	CniBilPla	Dmel,HoiH23,Hvul,Spis,Trichoplax	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000016571										
OG_6522	Atp5md	Mmus	Mmus		Dmel,Hvul,Mmus,Nvec	CniBil	Spis	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000096014										
OG_6530	Blcap	Mmus	Mmus		Dmel,Mmus,Nvec	CniBil	Hvul,Spis	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000088494										
OG_6531	Ndufb5	Mmus	Mmus		Dmel,Mmus	Bilateria		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000127477										
OG_6536	Atp5j2	Mmus	Mmus		Dmel,Mmus	Bilateria		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000161741										
OG_6538	Cmas	Mmus	Mmus		Dmel,Mmus	Bilateria		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000032419										
OG_6542	Sobp	Mmus	Mmus		Dmel,Mmus	Bilateria		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000040275										
OG_6545	Smim13	Mmus	Mmus		Dmel,Mmus,Nvec	CniBil	Hvul,Spis	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000165561										
OG_6577	Gprasp1/Gprasp2	Mmus	Mmus		Hvul,Mmus,Spis	CniBil	Dmel,Nvec	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000113136,Mmus_ENSMUST00000113144										
OG_6588	serine_arginine_repetitive_matrix_2	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,TrH2	Metazoa	Tadh	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE						Spis_XP_022790625_1												
OG_660	peptidylprolyl_isomerase_D/tetratricopeptide_repeat_domain_9/tetratricopeptide_repeat_domain_9C/Ttc9b	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000008088										
OG_6641	Cacng2/Cacng3	Mmus	Mmus		Dmel,Mmus	Bilateria		1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE								Mmus_ENSMUST00000019290,Mmus_ENSMUST00000084615										
OG_6666	Ndufb8	Mmus	Mmus		Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000026222										
OG_6678	cilia_and_flagella_associated_protein_36	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE				HoiH23_PlH23_003222-RA					Dmel_FBtr0082819									ARL2_Bind_BART/
OG_6791	NA	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																		
OG_6800	Dipk1b	Mmus	Mmus		Hvul,Mmus,Nvec,Spis	CniBil	Dmel	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000074240										
OG_6804	Auts2	Mmus	Mmus		Dmel,Mmus,Nvec,Spis	CniBil	Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000187544										
OG_6857	Rgs7bp	Mmus	Mmus		Dmel,Mmus	Bilateria		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000063551	Dmel_FBtr0329978									
OG_6899	Cox7c	Mmus	Mmus		Dmel,Hhon,HoiH23,Mmus,Nvec,Spis,Tadh,TrH2	CniBilPla	Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000131011										
OG_6901	Serf1	Mmus	Mmus		Dmel,Mmus,Nvec,Spis,TrH2	CniBilPla	Hoilungia,Hvul,Tadh	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_003913-RA						Mmus_ENSMUST00000022145										4F5/
OG_6937	single_pass_membrane_protein_with_aspartate_rich_tail_1/Smdt1	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Tadh,TrH2	CniBilPla	Spis	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000023086										
OG_6953	ATP_synthase_peripheral_stalk_subunit_F6/Atp5j	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000023608										
OG_6956	Hsbp1	Mmus	Mmus		Hhon,Hvul,Mmus,Nvec,Spis	CniBilPla	Dmel,HoiH23,Trichoplax	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000034300										
OG_6961	N_acetyltransferase_8_putative/N_acetyltransferase_8B_putative_gene_pseudogene/Nat8l	Mmus	Mmus		Hhon,HoiH23,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Dmel,Hvul,Spolac	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000056355										
OG_6978	Ndufb2	Mmus	Mmus		Dmel,Mmus	Bilateria		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000119379										
OG_7068	Arpp19/cAMP_regulated_phosphoprotein_19/Ensa	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g3320.t1							Mmus_ENSMUST00000058230,Mmus_ENSMUST00000169492										Endosulfine/
OG_7105	Cox7a2/cytochrome_c_oxidase_subunit_7A2	Mmus	Mmus		Dmel,Hhon,HoiH23,Mmus,Nvec,Spis,Spolac,TrH2	Metazoa	Hvul,Mlei,Tadh	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000034881										
OG_7133	Ppp2r1a/protein_phosphatase_2_scaffold_subunit_Aalpha	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000007708										
OG_7164	4_aminobutyrate_aminotransferase/Abat	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000065987										
OG_7255	fasciculation_and_elongation_protein_zeta_2/Fez1	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000034630										
OG_7259	Serinc1/serine_incorporator_1	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000020027										
OG_738	Faim2/Fas_apoptotic_inhibitory_molecule_2/glutamate_ionotropic_receptor_NMDA_type_subunit_associated_protein_1/Grina	Mmus	Mmus		Dmel,Hhon,HoiH23,Mlei,Mmus,Nvec,Spis,Tadh,TrH2	Metazoa	Hvul,Spolac	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000023225,Mmus_ENSMUST00000023750										
OG_7569	Rogdi/rogdi_atypical_leucine_zipper	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Mlei	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000023191										
OG_7602	Habp4/SERPINE1_mRNA_binding_protein_1	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000021929										
OG_7689	huntingtin_interacting_protein_K/Hypk	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000110612										
OG_793	Nedd8/NEDD8_ubiquitin_like_modifier	Mmus	Mmus		Dmel,Hhon,Mlei,Mmus,Spis,Tadh,TrH2	Metazoa	HoiH23,Hvul,Nvec,Spolac	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000010520										
OG_8145	Atp5o/DNA_replication_fork_stabilization_factor_DONSON	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000159295										
OG_8319	Scamp1/Scamp5/secretory_carrier_membrane_protein_1/secretory_carrier_membrane_protein_2/secretory_carrier_membrane_protein_3	Mmus	Mmus		Dmel,Hhon,HoiH23,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa	Hvul	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000022197,Mmus_ENSMUST00000046587										
OG_8347	SH3_domain_containing_GRB2_like_endophilin_B1/Sh3glb2	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE								Mmus_ENSMUST00000113621										
OG_8439	Srpk2/SRSF_protein_kinase_3	Mmus	Mmus		Dmel,Hhon,HoiH23,Hvul,Mlei,Mmus,Nvec,Spis,Spolac,Tadh,TrH2	Metazoa		1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE				HoiH23_PlH23_008988-RA				Mmus_ENSMUST00000088392						Pkinase.HG53.1:SRPK1/SRPK2/SRPK3				Pkinase/Pkinase/
