HoiH23_g2.t1		
HoiH23_hyp_clust10028.t1	novel_protein	SRCR/
HoiH23_PlH23_008204-RA	NODAL_modulator_3	
HoiH23_PlH23_008205-RA	phospholipid_scramblase_2	Scramblase/
HoiH23_PlH23_008206-RA	phospholipid_scramblase_2	Scramblase/
HoiH23_PlH23_008207-RA	phospholipid_scramblase_2	Scramblase/
HoiH23_PlH23_008208-RA	phospholipid_scramblase_family_member_5	Scramblase/
HoiH23_PlH23_008209-RA	phospholipid_scramblase_1	Scramblase/
HoiH23_PlH23_008210-RA	phospholipid_scramblase_4	Scramblase/
HoiH23_PlH23_008211-RA	C_C_motif_chemokine_receptor_2	7tm_1/
HoiH23_PlH23_008212-RA	SEC31_homolog_A_COPII_coat_complex_component	WD40/
HoiH23_PlH23_008213-RA	protein_tyrosine_phosphatase_non_receptor_type_13	FERM_N/FERM_M/FERM_C/PDZ/PDZ/PDZ/PDZ/PDZ/PDZ/Y_phosphatase/
HoiH23_PlH23_008214-RA	family_with_sequence_similarity_149_member_B1	DUF3719/
HoiH23_PlH23_008215-RA	vesicle_associated_membrane_protein_7	Longin/Synaptobrevin/
HoiH23_PlH23_008216-RA	protein_phosphatase_6_catalytic_subunit	Metallophos/
HoiH23_PlH23_008217-RA	tetraspanin_5	Tetraspanin/
HoiH23_PlH23_008218-RA	LEO1_homolog_Paf1_RNA_polymerase_II_complex_component	Leo1/
HoiH23_PlH23_008220-RA	zinc_finger_AN1_type_containing_4	ubiquitin/zf-AN1/
HoiH23_PlH23_008221-RA		TMEM72/
HoiH23_PlH23_008222-RA	grainyhead_like_transcription_factor_2	
HoiH23_PlH23_008223-RA	phosphoglucomutase_2	PGM_PMM_I/PGM_PMM_II/PGM_PMM_III/PGM_PMM_IV/
HoiH23_PlH23_008224-RA	mitochondrial_ribosomal_protein_S21	Ribosomal_S21/
HoiH23_PlH23_008225-RA	solute_carrier_family_36_member_3	Aa_trans/
HoiH23_PlH23_008226-RA		
HoiH23_PlH23_008227-RA	trafficking_protein_particle_complex_2	
HoiH23_PlH23_008228-RA	epoxide_hydrolase_1	EHN/
HoiH23_PlH23_008229-RA	cytochrome_P450_family_3_subfamily_A_member_5	p450/
HoiH23_PlH23_008230-RA	cytochrome_P450_family_3_subfamily_A_member_4	p450/
HoiH23_PlH23_008231-RA	karyopherin_subunit_alpha_6	
HoiH23_PlH23_008232-RA	karyopherin_subunit_alpha_1	Arm/
HoiH23_PlH23_008233-RA	cytochrome_P450_family_3_subfamily_A_member_4	p450/
HoiH23_PlH23_008234-RA		
HoiH23_PlH23_008235-RA	cytochrome_P450_family_3_subfamily_A_member_5	p450/
HoiH23_PlH23_008236-RA	cytochrome_P450_family_3_subfamily_A_member_4	p450/
HoiH23_PlH23_008237-RA		
HoiH23_PlH23_008238-RA	cytochrome_P450_family_3_subfamily_A_member_4	p450/
HoiH23_PlH23_008239-RA	cytochrome_P450_family_3_subfamily_A_member_43	p450/
HoiH23_PlH23_008240-RA	CYP3A7_CYP3A51P_readthrough	p450/p450/
HoiH23_PlH23_008241-RA	calpain_3	Peptidase_C2/Calpain_III/
HoiH23_PlH23_008242-RA	cytochrome_P450_family_3_subfamily_A_member_5	p450/
HoiH23_PlH23_008243-RA	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
HoiH23_PlH23_008244-RA	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
HoiH23_PlH23_008245-RA	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
HoiH23_PlH23_008246-RA	iodothyronine_deiodinase_1	T4_deiodinase/
HoiH23_PlH23_008247-RA		
HoiH23_PlH23_008248-RA	cytochrome_P450_family_3_subfamily_A_member_4	p450/
HoiH23_PlH23_008249-RA	adenosine_A2a_receptor	7tm_1/
HoiH23_PlH23_008250-RA	olfactory_receptor_family_51_subfamily_B_member_5	7tm_1/
HoiH23_PlH23_008251-RA	5_hydroxytryptamine_receptor_2A	7tm_1/
HoiH23_PlH23_008252-RA	melatonin_receptor_1A	7tm_1/
HoiH23_PlH23_008253-RA		
HoiH23_PlH23_008254-RA		
HoiH23_PlH23_008255-RA	leucine_aminopeptidase_3	Peptidase_M17/
HoiH23_PlH23_008256-RA	programmed_cell_death_4	MA3/MA3/
HoiH23_PlH23_008257-RA	polysaccharide_biosynthesis_domain_containing_1	Polysacc_synt_4/
HoiH23_PlH23_008258-RA	beta_transducin_repeat_containing_E3_ubiquitin_protein_ligase	Beta-TrCP_D/F-box-like/WD40/WD40/WD40/WD40/WD40/WD40/
HoiH23_PlH23_008259-RA	enolase_4	Enolase_C/
HoiH23_PlH23_008260-RA	cilia_and_flagella_associated_protein_58	
HoiH23_PlH23_008261-RA	nanos_C2HC_type_zinc_finger_1	zf-nanos/
HoiH23_PlH23_008262-RA	SH3_and_PX_domains_2A	PX/SH3_1/SH3_1/SH3_4/SH3_1/
HoiH23_PlH23_008263-RA	SH3_and_PX_domains_2A	SH3_1/SH3_1/SH3_1/SH3_1/
HoiH23_PlH23_008264-RA	DNA_polymerase_nu	DNA_pol_A/
HoiH23_PlH23_008265-RA	cathepsin_D	Asp/
HoiH23_PlH23_008266-RA	retinol_dehydrogenase_13	adh_short/
HoiH23_PlH23_008267-RA	cubilin	CUB/CUB/CUB/
HoiH23_PlH23_008268-RA	cubilin	CUB/
HoiH23_PlH23_008269-RA	cyclin_dependent_kinase_8	Pkinase/
HoiH23_PlH23_008270-RA	coiled_coil_domain_containing_81	HU-CCDC81_euk_1/HU-CCDC81_euk_2/
HoiH23_PlH23_008271-RA	UBX_domain_protein_11	SEP/UBX/
HoiH23_PlH23_008272-RA		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_8/TPR_12/TPR_12/
HoiH23_PlH23_008273-RA		
HoiH23_PlH23_008274-RA	poly_ADP_ribose_polymerase_family_member_4	BRCT_2/PARP_reg/PARP/VIT/VWA_3/
HoiH23_PlH23_008275-RA	poly_ADP_ribose_polymerase_family_member_4	BRCT_2/PARP_reg/PARP/VIT/VWA_3/
HoiH23_PlH23_008276-RA		
HoiH23_PlH23_008277-RA		
HoiH23_PlH23_008278-RA	malonyl_CoA_decarboxylase	MCD_N/MCD/MCD/MCD/
HoiH23_PlH23_008279-RA		
HoiH23_PlH23_008280-RA	mitogen_activated_protein_kinase_kinase_kinase_15	DUF4071/ASK_PH/Pkinase/
HoiH23_PlH23_008281-RA	homogentisate_1_2_dioxygenase	HgmA/
HoiH23_PlH23_008282-RA	cytochrome_P450_family_39_subfamily_A_member_1	p450/
HoiH23_PlH23_008283-RA	karyopherin_subunit_alpha_3	
HoiH23_PlH23_008284-RA	karyopherin_subunit_alpha_1	
HoiH23_PlH23_008285-RA	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
HoiH23_PlH23_008286-RA	coproporphyrinogen_oxidase	Coprogen_oxidas/
HoiH23_PlH23_008287-RA	sulfatase_modifying_factor_1	FGE-sulfatase/
HoiH23_PlH23_008288-RA	protein_tyrosine_phosphatase_receptor_type_S	Y_phosphatase/Y_phosphatase/
HoiH23_PlH23_008289-RA	eEF1A_lysine_and_N_terminal_methyltransferase	Methyltransf_11/
HoiH23_PlH23_008290-RA	CTD_small_phosphatase_like_2	NIF/
HoiH23_PlH23_008291-RA	TBC1_domain_family_member_15	RabGAP-TBC/
HoiH23_PlH23_008292-RA	ATP_binding_cassette_subfamily_B_member_6_Langereis_blood_group	MTABC_N/ABC_membrane/ABC_tran/MTABC_N/ABC_membrane/ABC_tran/
HoiH23_PlH23_008293-RA	Fc_fragment_of_IgG_binding_protein	IgGFc_binding/fn3/
HoiH23_PlH23_008294-RA	small_nuclear_RNA_activating_complex_polypeptide_4	Myb_DNA-binding/Myb_DNA-binding/Myb_DNA-binding/Myb_DNA-binding/
HoiH23_PlH23_008295-RA		
HoiH23_PlH23_008296-RA	KIAA1328	
HoiH23_PlH23_008297-RA	phosphodiesterase_12	Exo_endo_phos/
HoiH23_PlH23_008298-RA	neuropeptide_FF_receptor_2	7tm_1/
HoiH23_PlH23_008299-RA		
HoiH23_PlH23_008300-RA	hydroxyacid_oxidase_1	FMN_dh/
HoiH23_PlH23_008301-RA	SprT_like_N_terminal_domain	SprT-like/
HoiH23_PlH23_008302-RA	apoptosis_resistant_E3_ubiquitin_protein_ligase_1	Filamin/HECT/
HoiH23_PlH23_008303-RA	Ras_and_Rab_interactor_1	SH2/
HoiH23_PlH23_008304-RA	poly_A_polymerase_alpha	PAP_central/NTP_transf_2/PAP_RNA-bind/PAP_RNA-bind/
HoiH23_PlH23_008305-RA	myosin_VIIA	Myosin_head/Myosin_head/IQ/MyTH4/FERM_M/MyTH4/FERM_M/
HoiH23_PlH23_008306-RA	transmembrane_7_superfamily_member_3	DUF4203/
HoiH23_PlH23_008307-RA	codanin_1	Codanin-1_C/
HoiH23_PlH23_008308-RA	LIM_homeobox_1	LIM/LIM/Homeodomain/
HoiH23_PlH23_008309-RA	glyoxylate_and_hydroxypyruvate_reductase	2-Hacid_dh/2-Hacid_dh_C/
HoiH23_PlH23_008310-RA		ATP_bind_3/
HoiH23_PlH23_008311-RA	assembly_factor_for_spindle_microtubules	ASH/CH/CH/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/IQ/
HoiH23_PlH23_008312-RA	VPS52_subunit_of_GARP_complex	Vps52/Vps52/
HoiH23_PlH23_008313-RA	dual_specificity_phosphatase_12	DSPc/
HoiH23_PlH23_008314-RA	chromosome_6_open_reading_frame_136	DUF2358/
HoiH23_PlH23_008315-RA	LYR_motif_containing_2	Complex1_LYR/
HoiH23_PlH23_008316-RA	NMDA_receptor_synaptonuclear_signaling_and_neuronal_migration_factor	
HoiH23_PlH23_008317-RA	ATPase_13A1	E1-E2_ATPase/Hydrolase/
HoiH23_PlH23_008318-RA		CX9C/
HoiH23_PlH23_008319-RA	glomulin_FKBP_associated_protein	Kinetochor_Ybp2/Kinetochor_Ybp2/
HoiH23_PlH23_008320-RA	PBX_homeobox_1	PBC/Homeodomain/
HoiH23_PlH23_008321-RA	activating_transcription_factor_6	bZIP_1/
HoiH23_PlH23_008322-RA	angiotensin_II_receptor_type_2	7tm_1/
HoiH23_PlH23_008323-RA	small_nuclear_ribonucleoprotein_U11_U12_subunit_35	RRM_1/
HoiH23_PlH23_008324-RA	aminoadipate_aminotransferase	Aminotran_1_2/
HoiH23_PlH23_008325-RA	aminoadipate_aminotransferase	Aminotran_1_2/
HoiH23_PlH23_008326-RA	far_upstream_element_binding_protein_1	KH_1/KH_1/KH_1/DUF1897/
HoiH23_PlH23_008327-RA	PR_SET_domain_12	SET/zf-C2H2/zf-C2H2/
HoiH23_PlH23_008328-RA	dolichyldiphosphatase_1	PAP2/
HoiH23_PlH23_008329-RA	carnitine_O_acetyltransferase	Carn_acyltransf/
HoiH23_PlH23_008330-RA	small_nuclear_ribonucleoprotein_U5_subunit_40	WD40/WD40/WD40/WD40/WD40/WD40/WD40/
HoiH23_PlH23_008331-RA	LIM_homeobox_9	LIM/LIM/Homeodomain/
HoiH23_PlH23_008332-RA	solute_carrier_family_44_member_4	Choline_transpo/
HoiH23_PlH23_008333-RA	ninein_like	EF-hand_5/EF-hand_7/
HoiH23_PlH23_008334-RA		EF-hand_5/EF-hand_8/
HoiH23_PlH23_008335-RA	SEC16_homolog_A_endoplasmic_reticulum_export_factor	Sec16/Sec16_C/
HoiH23_PlH23_008336-RA		
HoiH23_PlH23_008337-RA		
HoiH23_PlH23_008338-RA	DEAH_box_helicase_33	DEAD/Helicase_C/HA2/OB_NTP_bind/
HoiH23_PlH23_008339-RA	cystathionine_beta_synthase_like	PALP/
HoiH23_PlH23_008340-RA	cystathionine_beta_synthase_like	PALP/CBS/
HoiH23_PlH23_008341-RA	acyl_CoA_synthetase_long_chain_family_member_6	AMP-binding/AMP-binding_C/
HoiH23_PlH23_008342-RA	general_transcription_factor_IIH_subunit_5	Tfb5/
HoiH23_PlH23_008343-RA	biogenesis_of_ribosomes_BRX1	Brix/
HoiH23_PlH23_008344-RA	vesicle_transport_through_interaction_with_t_SNAREs_1A	V-SNARE/V-SNARE_C/
HoiH23_PlH23_008345-RA	transcription_factor_7	HMG_box/
HoiH23_PlH23_008346-RA	translocase_of_inner_mitochondrial_membrane_23	Tim17/
HoiH23_PlH23_008347-RA	nuclear_assembly_factor_1_ribonucleoprotein	Gar1/
HoiH23_PlH23_008348-RA	solute_carrier_family_25_member_27	Mito_carr/Mito_carr/Mito_carr/
HoiH23_PlH23_008349-RA	NSE2_MMS21_homolog_SMC5_SMC6_complex_SUMO_ligase	zf-Nse/
HoiH23_PlH23_008350-RA	DEAD_box_helicase_46	DEAD/Helicase_C/
HoiH23_PlH23_008352-RA	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
HoiH23_PlH23_008353-RA	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
HoiH23_PlH23_008354-RA	zinc_finger_FYVE_type_containing_9	FYVE/DUF3480/
HoiH23_PlH23_008355-RA	NADH_ubiquinone_oxidoreductase_subunit_B7	NDUF_B7/
HoiH23_PlH23_008356-RA	mutS_homolog_3	MutS_I/MutS_II/MutS_III/MutS_V/
HoiH23_PlH23_008357-RA	dynein_cytoplasmic_2_light_intermediate_chain_1	DLIC/
HoiH23_PlH23_008358-RA	alkB_homolog_7	2OG-FeII_Oxy_2/
HoiH23_PlH23_008359-RA	R3H_domain_containing_4	R3H-assoc/
HoiH23_PlH23_008360-RA	ATP_GTP_binding_protein_like_4	Pepdidase_M14_N/Peptidase_M14/
HoiH23_PlH23_008361-RA		Med26/
HoiH23_PlH23_008362-RA	methylthioadenosine_phosphorylase	PNP_UDP_1/
HoiH23_PlH23_008363-RA	protein_kinase_C_substrate_80K_H	PRKCSH-like/PRKCSH_1/
HoiH23_PlH23_008364-RA	Fas_associated_factor_1	UBA_4/UBX/
HoiH23_PlH23_008365-RA	calcyphosine_like	EF-hand_7/EF-hand_5/
HoiH23_PlH23_008366-RA	calcyphosine_like	EF-hand_7/
HoiH23_PlH23_008367-RA		ZIP4_domain/
HoiH23_PlH23_008368-RA		FAM178/
HoiH23_PlH23_008369-RA		DUF3990/
HoiH23_PlH23_008370-RA		DUF3990/
HoiH23_PlH23_008371-RA		DUF3990/
HoiH23_PlH23_008372-RA		DUF3990/
HoiH23_PlH23_008373-RA	kinesin_family_member_11	Kinesin/
HoiH23_PlH23_008374-RA	DDRGK_domain_containing_1	DDRGK/
HoiH23_PlH23_008375-RA	kinesin_family_member_11	Kinesin/Microtub_bind/Rad21_Rec8/
HoiH23_PlH23_008376-RA	pleckstrin_homology_domain_containing_A1	PH/PH/
HoiH23_PlH23_008377-RA	biphenyl_hydrolase_like	Abhydrolase_1/
HoiH23_PlH23_008378-RA		
HoiH23_PlH23_008379-RA		
HoiH23_PlH23_008380-RA		
HoiH23_PlH23_008381-RA	peptidylprolyl_isomerase_domain_and_WD_repeat_containing_1	WD40/Pro_isomerase/
HoiH23_PlH23_008382-RA	novel_lipoprotein_amino_terminal_region_containing_protein	Vitellogenin_N/DUF1943/DUF1081/VWD/C8/
HoiH23_PlH23_008383-RA	protein_tyrosine_phosphatase_receptor_type_F	Ig_3/I-set/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase/
HoiH23_PlH23_008384-RA		fn3/fn3/fn3/
HoiH23_PlH23_008385-RA	aggrecan	
HoiH23_PlH23_008386-RA	deleted_in_malignant_brain_tumors_1	EGF/SRCR/hEGF/SRCR/EGF/SRCR/EGF/SRCR/hEGF/SRCR/SRCR/hEGF/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/Ig_3/EGF/EGF_CA/SEA/
HoiH23_PlH23_008387-RA	calcium_homeostasis_endoplasmic_reticulum_protein	Surp/CID/CID/G-patch/
HoiH23_PlH23_008388-RA	glucosaminyl_N_acetyl_transferase_1	Branch/
HoiH23_PlH23_008389-RA	hemicentin_1	ig/Ig_2/Ig_3/fn3/
HoiH23_PlH23_008390-RA		Globin/
HoiH23_PlH23_008391-RA	histamine_receptor_H2	7tm_1/
HoiH23_PlH23_008392-RA	gamma_aminobutyric_acid_type_B_receptor_subunit_1	ANF_receptor/7tm_3/
HoiH23_PlH23_008393-RA	kielin_cysteine_rich_BMP_regulator	EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_3/TIL/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_3/EGF_3/EGF_3/EGF_3/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/cEGF/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/
HoiH23_PlH23_008394-RA	kielin_cysteine_rich_BMP_regulator	EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/TIL/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/
HoiH23_PlH23_008395-RA	APOBEC1_complementation_factor	RRM_1/RRM_1/RRM_1/DND1_DSRM/
HoiH23_PlH23_008396-RA	kinesin_family_member_21B	Kinesin/WD40/WD40/WD40/WD40/
HoiH23_PlH23_008397-RA	SHOC2_leucine_rich_repeat_scaffold_protein	LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/
HoiH23_PlH23_008398-RA	TBC1_domain_family_member_7	RabGAP-TBC/
HoiH23_PlH23_008399-RA	calcium_release_activated_channel_regulator_2B	
HoiH23_PlH23_008400-RA	RAS_and_EF_hand_domain_containing	Ras/
HoiH23_PlH23_008401-RA	glycine_C_acetyltransferase	Aminotran_1_2/
HoiH23_PlH23_008402-RA	glycine_C_acetyltransferase	Aminotran_1_2/
HoiH23_PlH23_008403-RA	cap_methyltransferase_1	G-patch/FtsJ/WW/
HoiH23_PlH23_008404-RA	ALX_homeobox_4	Homeodomain/
HoiH23_PlH23_008405-RA	pirin	Pirin/Pirin_C/
HoiH23_PlH23_008406-RA	mitochondrial_calcium_uptake_family_member_3	EF-hand_8/EF-hand_8/
HoiH23_PlH23_008407-RA	hydroxysteroid_17_beta_dehydrogenase_12	adh_short/
HoiH23_PlH23_008408-RA	hydroxysteroid_17_beta_dehydrogenase_12	adh_short/
HoiH23_PlH23_008409-RA	DNA_polymerase_theta	DEAD/Helicase_C/DNA_pol_A/
HoiH23_PlH23_008410-RA	tryptophanyl_tRNA_synthetase_2_mitochondrial	tRNA-synt_1b/
HoiH23_PlH23_008411-RA	katanin_catalytic_subunit_A1	AAA/AAA_lid_3/Vps4_C/
HoiH23_PlH23_008412-RA	mitogen_activated_protein_kinase_kinase_kinase_7	Pkinase_Tyr/
HoiH23_PlH23_008413-RA	charged_multivesicular_body_protein_1B	Snf7/
HoiH23_PlH23_008414-RA	origin_recognition_complex_subunit_3	ORC3_N/ORC_WH_C/
HoiH23_PlH23_008415-RA	organic_solute_carrier_partner_1	Oscp1/
HoiH23_PlH23_008416-RA	mitochondrial_genome_maintenance_exonuclease_1	PDDEXK_1/
HoiH23_PlH23_008417-RA	adenosylmethionine_decarboxylase_1	SAM_decarbox/
HoiH23_PlH23_008418-RA	adenosylmethionine_decarboxylase_1	SAM_decarbox/
HoiH23_PlH23_008419-RA		
HoiH23_PlH23_008420-RA	adrenoceptor_beta_2	7tm_1/
HoiH23_PlH23_008421-RA	histamine_receptor_H2	7tm_1/
HoiH23_PlH23_008422-RA		DUF2252/
HoiH23_PlH23_008423-RA	relaxin_family_peptide_receptor_2	7tm_1/
HoiH23_PlH23_008424-RA		LRR_8/
HoiH23_PlH23_008425-RA	DEAD_box_helicase_3_X_linked	DEAD/Helicase_C/
HoiH23_PlH23_008426-RA	Rho_guanine_nucleotide_exchange_factor_11	PDZ/RGS-like/C1_1/RhoGEF/PH_16/
HoiH23_PlH23_008427-RA	presenilin_enhancer_gamma_secretase_subunit	PEN-2/
HoiH23_PlH23_008428-RA	U2_small_nuclear_RNA_auxiliary_factor_1_like_5	zf-CCCH/
HoiH23_PlH23_008429-RA	U2_small_nuclear_RNA_auxiliary_factor_1_like_5	RRM_1/zf-CCCH/
HoiH23_PlH23_008431-RA	deleted_in_malignant_brain_tumors_1	Sortilin-Vps10/Sortilin_C/Ldl_recept_b/Ldl_recept_b/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/fn3/SRCR/SRCR/SRCR/SRCR/SRCR/SRCR/Ldl_recept_a/SRCR/Ldl_recept_a/Ldl_recept_a/Ldl_recept_a/fn3/fn3/
HoiH23_PlH23_008432-RA	zinc_finger_DHHC_type_palmitoyltransferase_23	DHHC/
HoiH23_PlH23_008433-RA	astacin_like_metalloendopeptidase	Astacin/
HoiH23_PlH23_008434-RA	ankyrin_2	TPR_12/TPR_12/TPR_12/TPR_10/TPR_12/TPR_12/COR/Death/TPR_12/TPR_10/TPR_12/TPR_12/
HoiH23_PlH23_008435-RA		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/COR/
HoiH23_PlH23_008436-RA		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/
HoiH23_PlH23_008437-RA	meprin_A_subunit_alpha	Astacin/Laminin_G_3/
HoiH23_PlH23_008438-RA		MGAT2/
HoiH23_PlH23_008439-RA		
HoiH23_PlH23_008440-RA	ribosomal_RNA_processing_8	Methyltransf_8/
HoiH23_PlH23_008441-RA	interleukin_4_induced_1	Amino_oxidase/
HoiH23_PlH23_008442-RA	RAS_like_proto_oncogene_A	Ras/
HoiH23_PlH23_008443-RA	nucleolar_protein_with_MIF4G_domain_1	MA3/
HoiH23_PlH23_008444-RA	translational_activator_of_cytochrome_c_oxidase_I	Transcrip_reg/
HoiH23_PlH23_008445-RA	LanC_like_1	LANC_like/
HoiH23_PlH23_008446-RA	LanC_like_2	LANC_like/
HoiH23_PlH23_008447-RA	YAE1_maturation_factor_of_ABCE1	Yae1_N/
HoiH23_PlH23_008448-RA	cyclin_dependent_kinase_12	Pkinase/
HoiH23_PlH23_008449-RA		EPSP_synthase/
HoiH23_PlH23_008450-RA	GLI_pathogenesis_related_2	CAP/CAP/
HoiH23_PlH23_008451-RA	ybeY_metalloendoribonuclease	UPF0054/
HoiH23_PlH23_008452-RA	serine_threonine_kinase_16	Pkinase/
HoiH23_PlH23_008453-RA		TPR_8/TPR_8/
HoiH23_PlH23_008454-RA	alpha_1_3_mannosyl_glycoprotein_2_beta_N_acetylglucosaminyltransferase	GNT-I/
HoiH23_PlH23_008455-RA	protein_tyrosine_phosphatase_receptor_type_R	Y_phosphatase/
HoiH23_PlH23_008456-RA	tetratricopeptide_repeat_domain_17	
HoiH23_PlH23_008457-RA	KIAA0930	DUF2045/
HoiH23_PlH23_008458-RA	SET_binding_factor_1	uDENN/DENN/SBF2/SBF2/GRAM/Myotub-related/C1_1/PH/
HoiH23_PlH23_008459-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_5/
HoiH23_PlH23_008460-RA	FKBP_prolyl_isomerase_4	FKBP_C/FKBP_C/
HoiH23_PlH23_008461-RA		
HoiH23_PlH23_008462-RA	GRIP_and_coiled_coil_domain_containing_1	GRIP/
HoiH23_PlH23_008463-RA	high_mobility_group_box_3	HMG_box/
HoiH23_PlH23_008464-RA		7tm_1/
HoiH23_PlH23_008465-RA		TPR_8/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/
HoiH23_PlH23_008466-RA		TPR_7/TPR_12/TPR_12/TPR_12/TPR_10/
HoiH23_PlH23_008467-RA		
HoiH23_PlH23_008468-RA		7tm_1/
HoiH23_PlH23_008469-RA	ubiquitin_conjugating_enzyme_E2_I	UQ_con/
HoiH23_PlH23_008470-RA	RAD50_interactor_1	RINT1_TIP1/
HoiH23_PlH23_008471-RA		7tm_1/
HoiH23_PlH23_008472-RA		7tm_1/
HoiH23_PlH23_008473-RA	5_hydroxytryptamine_receptor_1B	7tm_1/
HoiH23_PlH23_008474-RA		7tm_1/
HoiH23_PlH23_008475-RA		
HoiH23_PlH23_008476-RA		7tm_1/
HoiH23_PlH23_008477-RA	hypocretin_receptor_2	7tm_1/
HoiH23_PlH23_008478-RA	DNA_polymerase_gamma_2_accessory_subunit	HGTP_anticodon/
HoiH23_PlH23_008479-RA	family_with_sequence_similarity_234_member_B	
HoiH23_PlH23_008481-RA	TATA_element_modulatory_factor_1	TMF_DNA_bd/TMF_TATA_bd/
HoiH23_PlH23_008482-RA	3_phosphoinositide_dependent_protein_kinase_1	Pkinase/PH_3/
HoiH23_PlH23_008483-RA	methyltransferase_like_23	Methyltransf_16/
HoiH23_PlH23_008484-RA	5_hydroxytryptamine_receptor_2A	7tm_1/
HoiH23_PlH23_008485-RA		
HoiH23_PlH23_008486-RA	poly_ADP_ribose_polymerase_1	PARP_reg/PARP/
HoiH23_PlH23_008487-RA		
HoiH23_PlH23_008488-RA	eukaryotic_translation_initiation_factor_3_subunit_I	WD40/WD40/WD40/WD40/WD40/
HoiH23_PlH23_008489-RA	lysine_demethylase_3A	JmjC/
HoiH23_PlH23_008490-RA	leucine_aminopeptidase_3	Peptidase_M17_N/Peptidase_M17/
HoiH23_PlH23_008491-RA	zinc_finger_DHHC_type_palmitoyltransferase_16	DHHC/
HoiH23_PlH23_008492-RA	O_GlcNAcase	NAGidase/
HoiH23_PlH23_008493-RA	O_GlcNAcase	NAGidase/
HoiH23_PlH23_008494-RA	protein_O_mannose_kinase	PIP49_C/
HoiH23_PlH23_008495-RA	exportin_7	IBN_N/
HoiH23_PlH23_008496-RA	mediator_complex_subunit_28	
HoiH23_PlH23_008497-RA	receptor_accessory_protein_2	TB2_DP1_HVA22/
HoiH23_PlH23_008498-RA	tRNA_histidine_guanylyltransferase_1_like	Thg1/Thg1C/
HoiH23_PlH23_008499-RA	SIL1_nucleotide_exchange_factor	Fes1/
HoiH23_PlH23_008500-RA		
HoiH23_PlH23_008501-RA	calcium_binding_protein_39	Mo25/
HoiH23_PlH23_008502-RA	small_nuclear_ribonucleoprotein_D1_polypeptide	LSM/
HoiH23_PlH23_008504-RA	NACHT_and_WD_repeat_domain_containing_2	NACHT/
HoiH23_PlH23_008505-RA	importin_5	Importin_rep_4/HEAT_EZ/Importin_rep_6/
HoiH23_PlH23_008506-RA	DNA_polymerase_alpha_1_catalytic_subunit	DNA_pol_alpha_N/DNA_pol_B_exo1/DNA_pol_B/zf-DNA_Pol/
HoiH23_PlH23_008507-RA	spermidine_spermine_N1_acetyltransferase_1	Acetyltransf_1/
HoiH23_PlH23_008508-RA	regulatory_factor_X4	RFX_DNA_binding/
HoiH23_PlH23_008509-RA		
HoiH23_PlH23_008510-RA		
HoiH23_PlH23_008511-RA	iodothyronine_deiodinase_1	T4_deiodinase/
HoiH23_PlH23_008512-RA	3_hydroxyacyl_CoA_dehydratase_2	PTPLA/
