Hhon_g00001.t1	zinc_finger_BED_type_containing_6
Hhon_g09742.t1	sperm_tail_PG_rich_repeat_containing_1
Hhon_g09743.t1	
Hhon_g09744.t1	
Hhon_g09745.t1	BSD_domain_containing_1
Hhon_g09746.t1	
Hhon_g09747.t1	C8orf44_SGK3_readthrough
Hhon_g09748.t1	formimidoyltransferase_cyclodeaminase
Hhon_g09749.t1	formimidoyltransferase_cyclodeaminase
Hhon_g09750.t1	
Hhon_g09751.t1	DEAD_box_helicase_42
Hhon_g09752.t1	solute_carrier_family_11_member_2
Hhon_g09753.t1	leishmanolysin_like_peptidase
Hhon_g09754.t1	leishmanolysin_like_peptidase
Hhon_g09755.t1	
Hhon_g09756.t1	leishmanolysin_like_peptidase
Hhon_g09757.t1	R_spondin_3
Hhon_g09758.t1	leishmanolysin_like_peptidase
Hhon_g09759.t1	
Hhon_g09760.t1	leishmanolysin_like_peptidase
Hhon_g09761.t1	
Hhon_g09762.t1	hypoxanthine_phosphoribosyltransferase_1
Hhon_g09763.t1	Rho_GTPase_activating_protein_21
Hhon_g09764.t1	RAS_related_2
Hhon_g09765.t1	solute_carrier_family_37_member_2
Hhon_g09766.t1	solute_carrier_family_37_member_2
Hhon_g09767.t1	
Hhon_g09768.t1	autophagy_related_2B
Hhon_g09769.t1	DEAH_box_helicase_8
Hhon_g09770.t1	autophagy_related_2B
Hhon_g09771.t1	DEAH_box_helicase_8
Hhon_g09772.t1	myotubularin_related_protein_6
Hhon_g09773.t1	ZFP36_ring_finger_protein_like_1
Hhon_g09774.t1	acyl_CoA_dehydrogenase_short_branched_chain
Hhon_g09775.t1	RAD51_paralog_B
Hhon_g09776.t1	pleckstrin_homology_MyTH4_and_FERM_domain_containing_H2
Hhon_g09777.t1	FtsJ_RNA_2_O_methyltransferase_1
Hhon_g09778.t1	copper_metabolism_domain_containing_1
Hhon_g09779.t1	
Hhon_g09780.t1	
Hhon_g09781.t1	gamma_butyrobetaine_hydroxylase_1
Hhon_g09782.t1	
Hhon_g09783.t1	ATP_binding_cassette_subfamily_D_member_4
Hhon_g09784.t1	hexosaminidase_D
Hhon_g09785.t1	coenzyme_Q6_monooxygenase
Hhon_g09786.t1	coenzyme_Q6_monooxygenase
Hhon_g09787.t1	
Hhon_g09788.t1	
Hhon_g09789.t1	
Hhon_g09790.t1	butyrylcholinesterase
Hhon_g09791.t1	PET117_cytochrome_c_oxidase_chaperone
Hhon_g09792.t1	protein_phosphatase_Mg2_Mn2_dependent_1A
Hhon_g09793.t1	JNK1_MAPK8_associated_membrane_protein
Hhon_g09794.t1	tetratricopeptide_repeat_domain_27
Hhon_g09795.t1	
Hhon_g09796.t1	
Hhon_g09797.t1	TIA1_cytotoxic_granule_associated_RNA_binding_protein_like_1
Hhon_g09798.t1	ribonuclease_T2
Hhon_g09799.t1	neuropeptide_FF_receptor_2
Hhon_g09800.t1	plasminogen
Hhon_g09801.t1	
Hhon_g09802.t1	glyoxylate_and_hydroxypyruvate_reductase
Hhon_g09803.t1	acyl_CoA_dehydrogenase_short_branched_chain
Hhon_g09804.t1	acyl_CoA_dehydrogenase_short_branched_chain
Hhon_g09805.t1	
Hhon_g09806.t1	
Hhon_g09807.t1	
Hhon_g09808.t1	acyl_CoA_dehydrogenase_short_branched_chain
Hhon_g09809.t1	GTPase_activating_Rap_RanGAP_domain_like_3
Hhon_g09810.t1	
Hhon_g09811.t1	H3_clustered_histone_13
Hhon_g09812.t1	multivesicular_body_subunit_12B
Hhon_g09813.t1	peptidase_mitochondrial_processing_subunit_alpha
Hhon_g09814.t1	McKusick_Kaufman_syndrome
Hhon_g09815.t1	
Hhon_g09816.t1	
Hhon_g09817.t1	solute_carrier_family_27_member_1
Hhon_g09818.t1	EPH_receptor_A7
Hhon_g09819.t1	proteasome_20S_subunit_beta_7
Hhon_g09820.t1	
Hhon_g09821.t1	golgin_A1
Hhon_g09822.t1	oncoprotein_induced_transcript_3
Hhon_g09823.t1	kinesin_associated_protein_3
Hhon_g09824.t1	transient_receptor_potential_cation_channel_subfamily_A_member_1
Hhon_g09825.t1	ribosomal_RNA_processing_9_U3_small_nucleolar_RNA_binding_protein
Hhon_g09826.t1	RNA_binding_motif_protein_15
Hhon_g09827.t1	interferon_related_developmental_regulator_2
Hhon_g09828.t1	cytochrome_P450_family_24_subfamily_A_member_1
Hhon_g09829.t1	
Hhon_g09830.t1	Nedd4_family_interacting_protein_1
Hhon_g09831.t1	replication_factor_C_subunit_3
Hhon_g09832.t1	DAP3_binding_cell_death_enhancer_1
Hhon_g09833.t1	
Hhon_g09834.t1	interleukin_1_receptor_associated_kinase_4
Hhon_g09835.t1	eukaryotic_translation_initiation_factor_2_alpha_kinase_4
Hhon_g09836.t1	interleukin_1_receptor_associated_kinase_3
Hhon_g09837.t1	interleukin_1_receptor_associated_kinase_4
Hhon_g09838.t1	interleukin_1_receptor_associated_kinase_4
Hhon_g09839.t1	chromatin_licensing_and_DNA_replication_factor_1
Hhon_g09840.t1	acyl_CoA_dehydrogenase_short_branched_chain
Hhon_g09841.t1	acyl_CoA_dehydrogenase_short_branched_chain
Hhon_g09842.t1	acyl_CoA_dehydrogenase_short_branched_chain
Hhon_g09843.t1	acyl_CoA_dehydrogenase_short_branched_chain
Hhon_g09844.t1	acyl_CoA_dehydrogenase_short_branched_chain
Hhon_g09845.t1	N_alpha_acetyltransferase_30_NatC_catalytic_subunit
Hhon_g09846.t1	MAD2L1_binding_protein
Hhon_g09847.t1	glyoxylate_and_hydroxypyruvate_reductase
Hhon_g09848.t1	ryanodine_receptor_2
Hhon_g09849.t1	nucleoporin_133
Hhon_g09850.t1	cytochrome_c_oxidase_assembly_factor_8
Hhon_g09851.t1	ring_finger_protein_141
Hhon_g09852.t1	endoplasmic_reticulum_oxidoreductase_1_alpha
Hhon_g09853.t1	G_protein_coupled_receptor_137
Hhon_g09854.t1	tau_tubulin_kinase_1
Hhon_g09855.t1	membrane_palmitoylated_protein_5
Hhon_g09856.t1	tubulin_tyrosine_ligase
Hhon_g09857.t1	ATPase_H_transporting_V1_subunit_D
Hhon_g09858.t1	
Hhon_g09859.t1	exportin_5
Hhon_g09860.t1	exportin_5
Hhon_g09861.t1	zinc_finger_CCHC_type_and_RNA_binding_motif_containing_1
Hhon_g09862.t1	
Hhon_g09863.t1	heat_shock_protein_family_A_Hsp70_member_8
Hhon_g09864.t1	
Hhon_g09865.t1	centrosomal_protein_89
Hhon_g09866.t1	
Hhon_g09867.t1	epithelial_splicing_regulatory_protein_1
Hhon_g09868.t1	
Hhon_g09869.t1	
Hhon_g09870.t1	
Hhon_g09871.t1	transmembrane_protein_67
Hhon_g09872.t1	syntrophin_beta_1
Hhon_g09873.t1	impact_RWD_domain_protein
Hhon_g09874.t1	DEAD_box_helicase_1
Hhon_g09875.t1	exocyst_complex_component_2
Hhon_g09876.t1	fucose_kinase
Hhon_g09877.t1	negative_elongation_factor_complex_member_C_D
Hhon_g09878.t1	proteasome_assembly_chaperone_2
Hhon_g09879.t1	chromosome_16_open_reading_frame_87
Hhon_g09880.t1	
Hhon_g09881.t1	golgi_glycoprotein_1
Hhon_g09882.t1	carnitine_palmitoyltransferase_1A
Hhon_g09883.t1	prostaglandin_reductase_1
Hhon_g09884.t1	prostaglandin_reductase_1
Hhon_g09885.t1	centromere_protein_J
Hhon_g09886.t1	
Hhon_g09887.t1	
Hhon_g09888.t1	bleomycin_hydrolase
Hhon_g09889.t1	cyclin_dependent_kinase_2_associated_protein_1
Hhon_g09890.t1	chromosome_12_open_reading_frame_65
Hhon_g09891.t1	fructosamine_3_kinase_related_protein
Hhon_g09892.t1	BUD23_rRNA_methyltransferase_and_ribosome_maturation_factor
Hhon_g09893.t1	ribosomal_protein_S14
Hhon_g09894.t1	RUN_and_FYVE_domain_containing_2
Hhon_g09895.t1	serine_threonine_kinase_36
Hhon_g09896.t1	THO_complex_6
Hhon_g09897.t1	phosphatase_and_tensin_homolog
Hhon_g09898.t1	Rap_guanine_nucleotide_exchange_factor_2
Hhon_g09899.t1	pleckstrin_and_Sec7_domain_containing_2
Hhon_g09900.t1	contactin_6
Hhon_g09901.t1	sphingosine_1_phosphate_lyase_1
Hhon_g09902.t1	prefoldin_subunit_1
Hhon_g09903.t1	family_with_sequence_similarity_13_member_B
Hhon_g09904.t1	cyclin_dependent_kinase_like_2
Hhon_g09905.t1	kelch_like_family_member_3
Hhon_g09906.t1	eukaryotic_translation_initiation_factor_4E
Hhon_g09907.t1	STAM_binding_protein_like_1
Hhon_g09908.t1	SEC14_like_lipid_binding_4
Hhon_g09909.t1	SEC14_like_lipid_binding_4
Hhon_g09910.t1	SEC14_like_lipid_binding_2
Hhon_g09911.t1	SEC14_like_lipid_binding_2
Hhon_g09912.t1	SEC14_like_lipid_binding_2
Hhon_g09913.t1	SEC14_like_lipid_binding_2
Hhon_g09914.t1	ankyrin_repeat_domain_66
Hhon_g09915.t1	transmembrane_protein_272
Hhon_g09916.t1	biogenesis_of_lysosomal_organelles_complex_1_subunit_6
Hhon_g09917.t1	methyltransferase_like_25
Hhon_g09918.t1	
Hhon_g09919.t1	
Hhon_g09920.t1	relaxin_family_peptide_receptor_2
Hhon_g09921.t1	thyroid_stimulating_hormone_receptor
Hhon_g09922.t1	thyroid_stimulating_hormone_receptor
Hhon_g09923.t1	thyroid_stimulating_hormone_receptor
Hhon_g09924.t1	deleted_in_malignant_brain_tumors_1
Hhon_g09925.t1	serine_protease_12
Hhon_g09926.t1	
Hhon_g09927.t1	
Hhon_g09928.t1	apoptotic_peptidase_activating_factor_1
Hhon_g09929.t1	
Hhon_g09930.t1	relaxin_family_peptide_receptor_1
Hhon_g09931.t1	solute_carrier_family_29_member_3
Hhon_g09932.t1	
Hhon_g09933.t1	
Hhon_g09934.t1	
Hhon_g09935.t1	
Hhon_g09936.t1	
Hhon_g09937.t1	solute_carrier_family_29_member_3
Hhon_g09938.t1	
Hhon_g09939.t1	trimethyllysine_hydroxylase_epsilon
Hhon_g09940.t1	
Hhon_g09941.t1	
Hhon_g09942.t1	
Hhon_g09943.t1	chromosome_12_open_reading_frame_56
Hhon_g09944.t1	late_endosomal_lysosomal_adaptor_MAPK_and_MTOR_activator_5
Hhon_g09945.t1	ATP_GTP_binding_protein_like_5
Hhon_g09946.t1	dual_specificity_tyrosine_phosphorylation_regulated_kinase_2
Hhon_g09947.t1	cyclin_dependent_kinase_20
Hhon_g09948.t1	RNA_2_3_cyclic_phosphate_and_5_OH_ligase
Hhon_g09949.t1	decapping_mRNA_1A
Hhon_g09950.t1	
Hhon_g09951.t1	
Hhon_g09952.t1	peroxisomal_biogenesis_factor_26
Hhon_g09953.t1	cilia_and_flagella_associated_protein_100
Hhon_g09954.t1	calcium_calmodulin_dependent_protein_kinase_I
Hhon_g09955.t1	signal_transducer_and_activator_of_transcription_5B
Hhon_g09956.t1	RAB7A_member_RAS_oncogene_family
Hhon_g09957.t1	glutaminyl_tRNA_synthetase_1
Hhon_g09958.t1	thymopoietin
Hhon_g09959.t1	solute_carrier_family_25_member_3
Hhon_g09960.t1	WD_repeat_domain_87
Hhon_g09961.t1	pyruvate_dehydrogenase_E1_subunit_beta
Hhon_g09962.t1	NADH_ubiquinone_oxidoreductase_complex_assembly_factor_3
Hhon_g09963.t1	PX_domain_containing_serine_threonine_kinase_like
Hhon_g09964.t1	proteasome_26S_subunit_non_ATPase_6
Hhon_g09965.t1	secretion_associated_Ras_related_GTPase_1B
Hhon_g09966.t1	ribosomal_protein_S23
Hhon_g09967.t1	dynein_axonemal_heavy_chain_6
Hhon_g09968.t1	
Hhon_g09969.t1	heparan_alpha_glucosaminide_N_acetyltransferase
Hhon_g09970.t1	prolyl_4_hydroxylase_subunit_alpha_1
Hhon_g09971.t1	prolyl_4_hydroxylase_subunit_alpha_2
Hhon_g09972.t1	prolyl_4_hydroxylase_subunit_alpha_1
Hhon_g09973.t1	dynactin_subunit_4
Hhon_g09974.t1	
Hhon_g09975.t1	prolyl_4_hydroxylase_subunit_alpha_1
Hhon_g09976.t1	prolyl_4_hydroxylase_subunit_alpha_1
Hhon_g09977.t1	adhesion_G_protein_coupled_receptor_L1
Hhon_g09978.t1	enkurin_domain_containing_1
Hhon_g09979.t1	chromosome_2_open_reading_frame_81
Hhon_g09980.t1	DDB1_and_CUL4_associated_factor_11
Hhon_g09981.t1	hepatocyte_nuclear_factor_4_alpha
Hhon_g09982.t1	adducin_1
Hhon_g09983.t1	solute_carrier_family_52_member_3
Hhon_g09984.t1	nudix_hydrolase_21
Hhon_g09985.t1	copine_3
Hhon_g09986.t1	novel_zinc_finger_protein_713_ZNF713_and_mitochondrial_ribosomal_protein_S17_MRPS17_protein
Hhon_g09987.t1	HEAT_repeat_containing_3
Hhon_g09988.t1	arrestin_domain_containing_2
Hhon_g09989.t1	arrestin_domain_containing_4
Hhon_g09990.t1	formyl_peptide_receptor_3
Hhon_g09991.t1	
Hhon_g09992.t1	
Hhon_g09993.t1	
Hhon_g09994.t1	
Hhon_g09995.t1	
Hhon_g09996.t1	
Hhon_g09997.t1	
Hhon_g09998.t1	tachykinin_receptor_3
Hhon_g09999.t1	5_hydroxytryptamine_receptor_1D
Hhon_g10000.t1	bombesin_receptor_subtype_3
Hhon_g10001.t1	
Hhon_g10002.t1	neuropeptide_Y_receptor_Y4_2
Hhon_g10003.t1	bombesin_receptor_subtype_3
Hhon_g10004.t1	G_protein_coupled_receptor_15
Hhon_g10005.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_1
Hhon_g10006.t1	solute_carrier_family_35_member_B4
Hhon_g10007.t1	ankyrin_repeat_domain_16
Hhon_g10008.t1	
Hhon_g10009.t1	
Hhon_g10010.t1	sodium_voltage_gated_channel_alpha_subunit_3
Hhon_g10011.t1	sodium_voltage_gated_channel_alpha_subunit_10
Hhon_g10012.t1	sodium_voltage_gated_channel_alpha_subunit_3
Hhon_g10013.t1	sodium_voltage_gated_channel_alpha_subunit_1
Hhon_g10014.t1	ATR_serine_threonine_kinase
Hhon_g10015.t1	outer_dense_fiber_of_sperm_tails_3_like_2
Hhon_g10016.t1	stomatin_like_2
Hhon_g10017.t1	myotubularin_related_protein_12
Hhon_g10018.t1	myotubularin_related_protein_12
Hhon_g10019.t1	
Hhon_g10020.t1	hepatocyte_growth_factor
Hhon_g10021.t1	oncoprotein_induced_transcript_3
Hhon_g10022.t1	
Hhon_g10023.t1	Rho_guanine_nucleotide_exchange_factor_11
Hhon_g10024.t1	UDP_glucuronosyltransferase_family_2_member_A2
Hhon_g10025.t1	UDP_glucuronosyltransferase_family_2_member_A1_complex_locus
Hhon_g10026.t1	UDP_glucuronosyltransferase_family_2_member_B17
Hhon_g10027.t1	
Hhon_g10028.t1	UDP_glucuronosyltransferase_family_2_member_A1_complex_locus
Hhon_g10029.t1	UDP_glucuronosyltransferase_family_2_member_A3
Hhon_g10030.t1	UDP_glucuronosyltransferase_family_2_member_A1_complex_locus
Hhon_g10031.t1	relaxin_family_peptide_receptor_1
Hhon_g10032.t1	glycerate_kinase
Hhon_g10033.t1	kelch_like_family_member_20
Hhon_g10034.t1	kelch_like_family_member_20
Hhon_g10035.t1	TATA_box_binding_protein_associated_factor_3
Hhon_g10036.t1	Ras_association_domain_family_member_1
Hhon_g10037.t1	
Hhon_g10038.t1	SET_domain_and_mariner_transposase_fusion_gene
Hhon_g10039.t1	
Hhon_g10040.t1	
Hhon_g10041.t1	telomerase_associated_protein_1
Hhon_g10042.t1	cholecystokinin_A_receptor
Hhon_g10043.t1	zinc_finger_BED_type_containing_9
Hhon_g10044.t1	
Hhon_g10045.t1	
Hhon_g10046.t1	
Hhon_g10047.t1	olfactory_receptor_family_2_subfamily_M_member_3
Hhon_g10048.t1	G_protein_coupled_receptor_83
Hhon_g10049.t1	G_protein_coupled_receptor_83
Hhon_g10050.t1	glutamyl_aminopeptidase
Hhon_g10051.t1	monooxygenase_DBH_like_1
Hhon_g10052.t1	monooxygenase_DBH_like_1
Hhon_g10053.t1	monooxygenase_DBH_like_1
Hhon_g10054.t1	monooxygenase_DBH_like_1
Hhon_g10055.t1	monooxygenase_DBH_like_1
Hhon_g10056.t1	monooxygenase_DBH_like_1
Hhon_g10057.t1	leukotriene_A4_hydrolase
Hhon_g10058.t1	AU_RNA_binding_methylglutaconyl_CoA_hydratase
Hhon_g10059.t1	centrosomal_protein_41
Hhon_g10060.t1	autophagy_related_101
Hhon_g10061.t1	SLIT_ROBO_Rho_GTPase_activating_protein_3
Hhon_g10062.t1	family_with_sequence_similarity_72_member_B
Hhon_g10063.t1	SRSF_protein_kinase_3
Hhon_g10064.t1	TAM41_mitochondrial_translocator_assembly_and_maintenance_homolog
Hhon_g10065.t1	minichromosome_maintenance_complex_component_2
Hhon_g10066.t1	
Hhon_g10067.t1	
Hhon_g10068.t1	
Hhon_g10069.t1	
Hhon_g10070.t1	phospholysine_phosphohistidine_inorganic_pyrophosphate_phosphatase
Hhon_g10071.t1	ring_finger_protein_220
Hhon_g10072.t1	ring_finger_protein_220
Hhon_g10073.t1	beta_1_4_galactosyltransferase_7
Hhon_g10074.t1	
Hhon_g10075.t1	
Hhon_g10076.t1	
Hhon_g10077.t1	
Hhon_g10078.t1	
Hhon_g10079.t1	chromosome_20_open_reading_frame_194
Hhon_g10080.t1	ciliary_associated_calcium_binding_coiled_coil_1
Hhon_g10081.t1	
Hhon_g10082.t1	non_SMC_condensin_I_complex_subunit_G
Hhon_g10083.t1	coiled_coil_domain_containing_33
Hhon_g10084.t1	
Hhon_g10085.t1	solute_carrier_family_6_member_5
Hhon_g10086.t1	solute_carrier_family_6_member_5
Hhon_g10087.t1	solute_carrier_family_6_member_5
Hhon_g10088.t1	5_aminoimidazole_4_carboxamide_ribonucleotide_formyltransferase_IMP_cyclohydrolase
Hhon_g10089.t1	solute_carrier_family_49_member_4
Hhon_g10090.t1	HSPB1_associated_protein_1
Hhon_g10091.t1	structural_maintenance_of_chromosomes_5
Hhon_g10092.t1	sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain_containing_1
Hhon_g10093.t1	phospholipid_scramblase_1
Hhon_g10094.t1	phospholipid_scramblase_1
Hhon_g10095.t1	
Hhon_g10096.t1	F_box_and_leucine_rich_repeat_protein_20
Hhon_g10097.t1	deltex_E3_ubiquitin_ligase_2
Hhon_g10098.t1	BIVM_ERCC5_readthrough
Hhon_g10099.t1	SLIT_and_NTRK_like_family_member_1
Hhon_g10100.t1	1_acylglycerol_3_phosphate_O_acyltransferase_4
Hhon_g10101.t1	tyrosyl_tRNA_synthetase_1
Hhon_g10102.t1	QKI_KH_domain_containing_RNA_binding
Hhon_g10103.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C8
Hhon_g10104.t1	solute_carrier_family_36_member_3
Hhon_g10105.t1	solute_carrier_family_36_member_3
Hhon_g10106.t1	solute_carrier_family_36_member_4
Hhon_g10107.t1	arginyl_tRNA_synthetase_1
Hhon_g10108.t1	solute_carrier_family_17_member_6
Hhon_g10109.t1	myosin_IIIA
Hhon_g10110.t1	EH_domain_containing_3
Hhon_g10111.t1	dynein_axonemal_heavy_chain_5
Hhon_g10112.t1	jagunal_homolog_1
Hhon_g10113.t1	solute_carrier_family_35_member_F2
Hhon_g10114.t1	interleukin_1_receptor_associated_kinase_1_binding_protein_1
Hhon_g10115.t1	ovochymase_1
Hhon_g10116.t1	transmembrane_serine_protease_11D
Hhon_g10117.t1	potassium_channel_tetramerization_domain_containing_8
Hhon_g10118.t1	nocturnin
Hhon_g10119.t1	RB1_inducible_coiled_coil_1
Hhon_g10120.t1	proteasome_assembly_chaperone_3
Hhon_g10121.t1	
Hhon_g10122.t1	EBNA1_binding_protein_2
Hhon_g10123.t1	WD_repeat_domain_36
Hhon_g10124.t1	
Hhon_g10125.t1	lysine_demethylase_4C
Hhon_g10126.t1	ring_finger_protein_170
Hhon_g10127.t1	transportin_2
Hhon_g10128.t1	Yip1_domain_family_member_1
Hhon_g10129.t1	phenylalanyl_tRNA_synthetase_subunit_alpha
Hhon_g10130.t1	adhesion_G_protein_coupled_receptor_L2
Hhon_g10131.t1	cyclin_G_associated_kinase
Hhon_g10132.t1	peroxiredoxin_2
Hhon_g10133.t1	
Hhon_g10134.t1	adaptor_related_protein_complex_1_subunit_mu_1
Hhon_g10135.t1	acid_sensing_ion_channel_subunit_2
Hhon_g10136.t1	NIPBL_cohesin_loading_factor
Hhon_g10137.t1	3_hydroxy_3_methylglutaryl_CoA_synthase_1
Hhon_g10138.t1	Myb_like_SWIRM_and_MPN_domains_1
Hhon_g10139.t1	importin_13
Hhon_g10140.t1	armadillo_like_helical_domain_containing_1
Hhon_g10141.t1	glutamate_metabotropic_receptor_7
Hhon_g10142.t1	glutamate_metabotropic_receptor_3
Hhon_g10143.t1	glutamate_metabotropic_receptor_3
Hhon_g10144.t1	glutamate_metabotropic_receptor_3
Hhon_g10145.t1	calcium_sensing_receptor
Hhon_g10146.t1	calcium_sensing_receptor
Hhon_g10147.t1	calcium_sensing_receptor
Hhon_g10148.t1	calcium_sensing_receptor
Hhon_g10149.t1	ALG9_alpha_1_2_mannosyltransferase
Hhon_g10150.t1	glutamyl_tRNA_synthetase_2_mitochondrial
Hhon_g10151.t1	
Hhon_g10152.t1	
Hhon_g10153.t1	patatin_like_phospholipase_domain_containing_8
Hhon_g10154.t1	neuropeptide_FF_receptor_2
Hhon_g10155.t1	kelch_like_family_member_28
Hhon_g10156.t1	FERM_and_PDZ_domain_containing_1
Hhon_g10157.t1	glucosamine_6_phosphate_deaminase_2
Hhon_g10158.t1	Yip1_domain_family_member_6
Hhon_g10159.t1	thioredoxin
Hhon_g10160.t1	
Hhon_g10161.t1	
Hhon_g10162.t1	
Hhon_g10163.t1	
Hhon_g10164.t1	
Hhon_g10165.t1	enoyl_CoA_hydratase_domain_containing_2
Hhon_g10166.t1	
Hhon_g10167.t1	enoyl_CoA_delta_isomerase_1
Hhon_g10168.t1	
Hhon_g10169.t1	transient_receptor_potential_cation_channel_subfamily_A_member_1
Hhon_g10170.t1	cyclin_dependent_kinase_8
Hhon_g10171.t1	
Hhon_g10172.t1	cubilin
Hhon_g10173.t1	cubilin
Hhon_g10174.t1	
Hhon_g10175.t1	
Hhon_g10176.t1	adhesion_G_protein_coupled_receptor_G6
Hhon_g10177.t1	cathepsin_E
Hhon_g10178.t1	cathepsin_D
Hhon_g10179.t1	cathepsin_D
Hhon_g10180.t1	cubilin
Hhon_g10181.t1	thyroid_stimulating_hormone_receptor
Hhon_g10182.t1	
Hhon_g10183.t1	thyroid_stimulating_hormone_receptor
Hhon_g10184.t1	relaxin_family_peptide_receptor_2
Hhon_g10185.t1	
Hhon_g10186.t1	arrestin_domain_containing_3
Hhon_g10187.t1	arrestin_domain_containing_2
Hhon_g10188.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
Hhon_g10189.t1	
Hhon_g10190.t1	
Hhon_g10191.t1	arrestin_domain_containing_3
Hhon_g10192.t1	arrestin_domain_containing_3
Hhon_g10193.t1	arrestin_domain_containing_3
Hhon_g10194.t1	arrestin_domain_containing_3
Hhon_g10195.t1	lipoprotein_a
Hhon_g10196.t1	lysyl_oxidase_like_3
Hhon_g10197.t1	TNFRSF1A_associated_via_death_domain
Hhon_g10198.t1	glutamate_metabotropic_receptor_7
Hhon_g10199.t1	interleukin_1_receptor_associated_kinase_4
Hhon_g10200.t1	
Hhon_g10201.t1	prickle_planar_cell_polarity_protein_3
Hhon_g10202.t1	coiled_coil_domain_containing_146
Hhon_g10203.t1	
Hhon_g10204.t1	ATPase_plasma_membrane_Ca2_transporting_2
Hhon_g10205.t1	host_cell_factor_C2
Hhon_g10206.t1	synaptotagmin_1
Hhon_g10207.t1	
Hhon_g10208.t1	interleukin_1_receptor_associated_kinase_4
Hhon_g10209.t1	
Hhon_g10210.t1	parkin_coregulated
Hhon_g10211.t1	origin_recognition_complex_subunit_5
Hhon_g10212.t1	EF_hand_calcium_binding_domain_10
Hhon_g10213.t1	nucleolar_protein_8
Hhon_g10214.t1	autophagy_related_7
Hhon_g10215.t1	ankyrin_repeat_domain_55
Hhon_g10216.t1	zinc_finger_MYND_type_containing_10
Hhon_g10217.t1	high_mobility_group_box_3
Hhon_g10218.t1	dual_serine_threonine_and_tyrosine_protein_kinase
Hhon_g10219.t1	mannosidase_alpha_class_1A_member_2
Hhon_g10220.t1	G_protein_coupled_receptor_101
Hhon_g10221.t1	iodothyronine_deiodinase_1
Hhon_g10222.t1	SMCR8_C9orf72_complex_subunit
Hhon_g10223.t1	cytochrome_P450_family_11_subfamily_A_member_1
Hhon_g10224.t1	MMS22_like_DNA_repair_protein
Hhon_g10225.t1	
Hhon_g10226.t1	
Hhon_g10227.t1	
Hhon_g10228.t1	meprin_A_subunit_beta
Hhon_g10229.t1	
Hhon_g10230.t1	ribosomal_RNA_processing_8
Hhon_g10231.t1	interleukin_4_induced_1
Hhon_g10232.t1	
Hhon_g10233.t1	RAS_like_proto_oncogene_A
Hhon_g10234.t1	nucleolar_protein_with_MIF4G_domain_1
Hhon_g10235.t1	translational_activator_of_cytochrome_c_oxidase_I
Hhon_g10236.t1	LanC_like_1
Hhon_g10237.t1	LanC_like_2
Hhon_g10238.t1	YAE1_maturation_factor_of_ABCE1
Hhon_g10239.t1	cyclin_dependent_kinase_13
Hhon_g10240.t1	
Hhon_g10241.t1	
Hhon_g10242.t1	GLI_pathogenesis_related_2
Hhon_g10243.t1	ybeY_metalloendoribonuclease
Hhon_g10244.t1	serine_threonine_kinase_16
Hhon_g10245.t1	
Hhon_g10246.t1	
Hhon_g10247.t1	astacin_like_metalloendopeptidase
Hhon_g10248.t1	phosphoglycerate_dehydrogenase
Hhon_g10249.t1	luteinizing_hormone_choriogonadotropin_receptor
Hhon_g10250.t1	relaxin_family_peptide_receptor_2
Hhon_g10251.t1	
Hhon_g10252.t1	
Hhon_g10253.t1	fibroblast_activation_protein_alpha
Hhon_g10254.t1	
Hhon_g10255.t1	
Hhon_g10256.t1	
Hhon_g10257.t1	
Hhon_g10258.t1	
Hhon_g10259.t1	
Hhon_g10260.t1	
Hhon_g10261.t1	protein_arginine_methyltransferase_6
Hhon_g10262.t1	potassium_voltage_gated_channel_subfamily_H_member_8
Hhon_g10263.t1	zinc_finger_CCCH_type_containing_15
Hhon_g10264.t1	proliferation_associated_2G4
Hhon_g10265.t1	
Hhon_g10266.t1	
Hhon_g10267.t1	poly_A_specific_ribonuclease_subunit_PAN2
Hhon_g10268.t1	
Hhon_g10269.t1	
Hhon_g10270.t1	importin_5
Hhon_g10271.t1	importin_5
Hhon_g10272.t1	NACHT_and_WD_repeat_domain_containing_2
Hhon_g10273.t1	small_nuclear_ribonucleoprotein_D1_polypeptide
Hhon_g10274.t1	calcium_binding_protein_39
Hhon_g10275.t1	
Hhon_g10276.t1	
Hhon_g10277.t1	SMG9_nonsense_mediated_mRNA_decay_factor
Hhon_g10278.t1	phosphate_cytidylyltransferase_1_choline_beta
Hhon_g10279.t1	cilia_and_flagella_associated_protein_126
Hhon_g10280.t1	phosphate_cytidylyltransferase_1_choline_beta
Hhon_g10281.t1	COP9_signalosome_subunit_9
Hhon_g10282.t1	ribosomal_protein_L22
Hhon_g10283.t1	cullin_3
Hhon_g10284.t1	isochorismatase_domain_containing_1
Hhon_g10285.t1	legumain
Hhon_g10286.t1	diphthamide_biosynthesis_2
Hhon_g10287.t1	nuclear_FMR1_interacting_protein_1
Hhon_g10288.t1	nuclear_cap_binding_protein_subunit_2
Hhon_g10289.t1	ankyrin_repeat_domain_42
Hhon_g10290.t1	calpain_5
Hhon_g10291.t1	
Hhon_g10292.t1	coenzyme_Q9
Hhon_g10293.t1	neuroguidin
Hhon_g10294.t1	thymidine_kinase_2
