Hhon_g00001.t1	zinc_finger_BED_type_containing_6	Dimer_Tnp_hAT/
Hhon_g09917.t1	methyltransferase_like_25	Methyltransf_32/
Hhon_g09918.t1		
Hhon_g09919.t1		7tm_1/
Hhon_g09920.t1	relaxin_family_peptide_receptor_2	7tm_1/
Hhon_g09921.t1	thyroid_stimulating_hormone_receptor	7tm_1/
Hhon_g09922.t1	thyroid_stimulating_hormone_receptor	7tm_1/
Hhon_g09923.t1	thyroid_stimulating_hormone_receptor	7tm_1/
Hhon_g09924.t1	deleted_in_malignant_brain_tumors_1	EGF/MAM/SRCR/SRCR/MAM/SRCR/SRCR/SRCR/
Hhon_g09925.t1	serine_protease_12	SRCR/SRCR/EGF_3/EGF_CA/EGF_3/NIDO/EGF_CA/EGF_CA/FXa_inhibition/EGF_CA/EGF_CA/FXa_inhibition/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/SEA/EGF_CA/EGF_CA/
Hhon_g09926.t1		
Hhon_g09927.t1		
Hhon_g09928.t1	apoptotic_peptidase_activating_factor_1	NB-ARC/APAF1_C/
Hhon_g09929.t1		
Hhon_g09930.t1	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_g09931.t1	solute_carrier_family_29_member_3	Nucleoside_tran/
Hhon_g09932.t1		
Hhon_g09933.t1		
Hhon_g09934.t1		
Hhon_g09935.t1		
Hhon_g09936.t1		
Hhon_g09937.t1	solute_carrier_family_29_member_3	Nucleoside_tran/
Hhon_g09938.t1		GBBH-like_N/
Hhon_g09939.t1	trimethyllysine_hydroxylase_epsilon	TauD/
Hhon_g09940.t1		GBBH-like_N/
Hhon_g09941.t1		
Hhon_g09942.t1		Roc/
Hhon_g09943.t1	chromosome_12_open_reading_frame_56	DUF4551/
Hhon_g09944.t1	late_endosomal_lysosomal_adaptor_MAPK_and_MTOR_activator_5	LAMTOR5/
Hhon_g09945.t1	ATP_GTP_binding_protein_like_5	Pepdidase_M14_N/Peptidase_M14/
Hhon_g09946.t1	dual_specificity_tyrosine_phosphorylation_regulated_kinase_2	Pkinase/
Hhon_g09947.t1	cyclin_dependent_kinase_20	Pkinase/
Hhon_g09948.t1	RNA_2_3_cyclic_phosphate_and_5_OH_ligase	RtcB/
Hhon_g09949.t1	decapping_mRNA_1A	DCP1/mRNA_decap_C/
Hhon_g09950.t1		Death/
Hhon_g09951.t1		ESSS/
Hhon_g09952.t1	peroxisomal_biogenesis_factor_26	Pex26/
Hhon_g09953.t1	cilia_and_flagella_associated_protein_100	DUF4200/
Hhon_g09954.t1	calcium_calmodulin_dependent_protein_kinase_I	Pkinase/
Hhon_g09955.t1	signal_transducer_and_activator_of_transcription_5B	STAT_int/STAT_alpha/STAT_bind/SH2/
Hhon_g09956.t1	RAB7A_member_RAS_oncogene_family	Ras/Ras/
Hhon_g09957.t1	glutaminyl_tRNA_synthetase_1	tRNA_synt_1c_R1/tRNA_synt_1c_R2/tRNA-synt_1c/tRNA-synt_1c_C/
Hhon_g09958.t1	thymopoietin	Thymopoietin/LEM/
Hhon_g09959.t1	solute_carrier_family_25_member_3	Mito_carr/Mito_carr/Mito_carr/
Hhon_g09960.t1	WD_repeat_domain_87	WD40/WD40/WD40/
Hhon_g09961.t1	pyruvate_dehydrogenase_E1_subunit_beta	Transket_pyr/Transketolase_C/
Hhon_g09962.t1	NADH_ubiquinone_oxidoreductase_complex_assembly_factor_3	DUF498/
Hhon_g09963.t1	PX_domain_containing_serine_threonine_kinase_like	PX/
Hhon_g09964.t1	proteasome_26S_subunit_non_ATPase_6	RPN7/PCI/
Hhon_g09965.t1	secretion_associated_Ras_related_GTPase_1B	Arf/
Hhon_g09966.t1	ribosomal_protein_S23	Ribosom_S12_S23/
Hhon_g09967.t1	dynein_axonemal_heavy_chain_6	DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
Hhon_g09968.t1		TAF1_subA/
Hhon_g09969.t1	heparan_alpha_glucosaminide_N_acetyltransferase	
Hhon_g09970.t1	prolyl_4_hydroxylase_subunit_alpha_1	P4Ha_N/2OG-FeII_Oxy_3/P4Ha_N/2OG-FeII_Oxy_3/
Hhon_g09971.t1	prolyl_4_hydroxylase_subunit_alpha_2	P4Ha_N/2OG-FeII_Oxy_3/
Hhon_g09972.t1	prolyl_4_hydroxylase_subunit_alpha_1	P4Ha_N/2OG-FeII_Oxy_3/
Hhon_g09973.t1	dynactin_subunit_4	Dynactin_p62/Dynactin_p62/
Hhon_g09974.t1		
Hhon_g09975.t1	prolyl_4_hydroxylase_subunit_alpha_1	P4Ha_N/2OG-FeII_Oxy_3/
Hhon_g09976.t1	prolyl_4_hydroxylase_subunit_alpha_1	P4Ha_N/2OG-FeII_Oxy_3/
Hhon_g09977.t1	adhesion_G_protein_coupled_receptor_L1	7tm_2/
Hhon_g09978.t1	enkurin_domain_containing_1	Enkurin/
Hhon_g09979.t1	chromosome_2_open_reading_frame_81	DUF4639/
Hhon_g09980.t1	DDB1_and_CUL4_associated_factor_11	WD40/WD40/
Hhon_g09981.t1	hepatocyte_nuclear_factor_4_alpha	zf-C4/Hormone_recep/
Hhon_g09982.t1	adducin_1	Aldolase_II/
Hhon_g09983.t1	solute_carrier_family_52_member_3	DUF1011/
Hhon_g09984.t1	nudix_hydrolase_21	NUDIX_2/
Hhon_g09985.t1	copine_3	C2/C2/Copine/
Hhon_g09986.t1	novel_zinc_finger_protein_713_ZNF713_and_mitochondrial_ribosomal_protein_S17_MRPS17_protein	Ribosomal_S17/
Hhon_g09987.t1	HEAT_repeat_containing_3	
Hhon_g09988.t1	arrestin_domain_containing_2	Arrestin_N/Arrestin_C/
Hhon_g09989.t1	arrestin_domain_containing_4	Arrestin_N/Arrestin_C/
Hhon_g09990.t1	formyl_peptide_receptor_3	7tm_1/
Hhon_g09991.t1		
Hhon_g09992.t1		7tm_1/
Hhon_g09993.t1		7tm_1/
Hhon_g09994.t1		7tm_1/
Hhon_g09995.t1		7tm_1/
Hhon_g09996.t1		7tm_1/
Hhon_g09997.t1		7tm_1/
Hhon_g09998.t1	tachykinin_receptor_3	7tm_1/
Hhon_g09999.t1	5_hydroxytryptamine_receptor_1D	7tm_1/
Hhon_g10000.t1	bombesin_receptor_subtype_3	7tm_1/
Hhon_g10001.t1		7tm_1/
Hhon_g10002.t1	neuropeptide_Y_receptor_Y4_2	7tm_1/
Hhon_g10003.t1	bombesin_receptor_subtype_3	7tm_1/
Hhon_g10004.t1	G_protein_coupled_receptor_15	7tm_1/
Hhon_g10005.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_1	ANF_receptor/LRR_8/
Hhon_g10006.t1	solute_carrier_family_35_member_B4	UAA/
Hhon_g10007.t1	ankyrin_repeat_domain_16	Ank_2/Ank_3/Ank_2/Ank_2/
Hhon_g10008.t1		
Hhon_g10009.t1		
Hhon_g10010.t1	sodium_voltage_gated_channel_alpha_subunit_3	Ion_trans/Ion_trans/Ion_trans/
Hhon_g10011.t1	sodium_voltage_gated_channel_alpha_subunit_10	Ion_trans/GPHH/
Hhon_g10012.t1	sodium_voltage_gated_channel_alpha_subunit_3	Ion_trans/Ion_trans/Ion_trans/
Hhon_g10013.t1	sodium_voltage_gated_channel_alpha_subunit_1	Ion_trans/
Hhon_g10014.t1	ATR_serine_threonine_kinase	UME/FAT/PI3_PI4_kinase/FATC/
Hhon_g10015.t1	outer_dense_fiber_of_sperm_tails_3_like_2	SHIPPO-rpt/SHIPPO-rpt/SHIPPO-rpt/SHIPPO-rpt/SHIPPO-rpt/SHIPPO-rpt/
Hhon_g10016.t1	stomatin_like_2	Band_7/Band_7_C/
Hhon_g10017.t1	myotubularin_related_protein_12	Myotub-related/
Hhon_g10018.t1	myotubularin_related_protein_12	Myotub-related/
Hhon_g10019.t1		
Hhon_g10020.t1	hepatocyte_growth_factor	Kringle/
Hhon_g10021.t1	oncoprotein_induced_transcript_3	FXa_inhibition/FXa_inhibition/FXa_inhibition/EGF_CA/Zona_pellucida/
Hhon_g10022.t1		
Hhon_g10023.t1	Rho_guanine_nucleotide_exchange_factor_11	PDZ/RGS-like/C1_1/RhoGEF/PH_16/
Hhon_g10024.t1	UDP_glucuronosyltransferase_family_2_member_A2	UDPGT/
Hhon_g10025.t1	UDP_glucuronosyltransferase_family_2_member_A1_complex_locus	UDPGT/
Hhon_g10026.t1	UDP_glucuronosyltransferase_family_2_member_B17	UDPGT/
Hhon_g10027.t1		
Hhon_g10028.t1	UDP_glucuronosyltransferase_family_2_member_A1_complex_locus	UDPGT/
Hhon_g10029.t1	UDP_glucuronosyltransferase_family_2_member_A3	UDPGT/
Hhon_g10030.t1	UDP_glucuronosyltransferase_family_2_member_A1_complex_locus	UDPGT/
Hhon_g10031.t1	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/LRR_5/LRR_8/LRR_8/LRR_5/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_g10032.t1	glycerate_kinase	DUF4147/MOFRL/
Hhon_g10033.t1	kelch_like_family_member_20	BTB/BACK/Kelch_1/Kelch_1/
Hhon_g10034.t1	kelch_like_family_member_20	BTB/BACK/Kelch_1/Kelch_1/
Hhon_g10035.t1	TATA_box_binding_protein_associated_factor_3	Bromo_TP/PHD/
Hhon_g10036.t1	Ras_association_domain_family_member_1	C1_1/RA/Nore1-SARAH/
Hhon_g10037.t1		
Hhon_g10038.t1	SET_domain_and_mariner_transposase_fusion_gene	SET/
Hhon_g10039.t1		
Hhon_g10040.t1		
Hhon_g10041.t1	telomerase_associated_protein_1	
Hhon_g10042.t1	cholecystokinin_A_receptor	7tm_1/
Hhon_g10043.t1	zinc_finger_BED_type_containing_9	
Hhon_g10044.t1		
Hhon_g10045.t1		
Hhon_g10046.t1		
Hhon_g10047.t1	olfactory_receptor_family_2_subfamily_M_member_3	7tm_1/
Hhon_g10048.t1	G_protein_coupled_receptor_83	7tm_1/
Hhon_g10049.t1	G_protein_coupled_receptor_83	7tm_1/
Hhon_g10050.t1	glutamyl_aminopeptidase	Peptidase_M1_N/Peptidase_M1/ERAP1_C/
Hhon_g10051.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10052.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10053.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10054.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10055.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10056.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10057.t1	leukotriene_A4_hydrolase	Peptidase_M1_N/Peptidase_M1/Leuk-A4-hydro_C/
Hhon_g10058.t1	AU_RNA_binding_methylglutaconyl_CoA_hydratase	ECH_1/
Hhon_g10059.t1	centrosomal_protein_41	Rhodanese/
Hhon_g10060.t1	autophagy_related_101	ATG101/
Hhon_g10061.t1	SLIT_ROBO_Rho_GTPase_activating_protein_3	FCH/RhoGAP/
Hhon_g10062.t1	family_with_sequence_similarity_72_member_B	FAM72/
Hhon_g10063.t1	SRSF_protein_kinase_3	Pkinase/Pkinase/
Hhon_g10064.t1	TAM41_mitochondrial_translocator_assembly_and_maintenance_homolog	Tam41_Mmp37/
Hhon_g10065.t1	minichromosome_maintenance_complex_component_2	MCM2_N/MCM_N/MCM_OB/MCM/MCM_lid/
Hhon_g10066.t1		
Hhon_g10067.t1		
Hhon_g10068.t1		
Hhon_g10069.t1		
Hhon_g10070.t1	phospholysine_phosphohistidine_inorganic_pyrophosphate_phosphatase	Hydrolase_6/Hydrolase_like/
Hhon_g10071.t1	ring_finger_protein_220	zf-C3HC4_2/
Hhon_g10072.t1	ring_finger_protein_220	RNF220/
Hhon_g10073.t1	beta_1_4_galactosyltransferase_7	Glyco_transf_7N/Glyco_transf_7C/
Hhon_g10074.t1		Death/
Hhon_g10075.t1		
Hhon_g10076.t1		
Hhon_g10077.t1		CARD/Death/
Hhon_g10078.t1		
Hhon_g10079.t1	chromosome_20_open_reading_frame_194	
Hhon_g10080.t1	ciliary_associated_calcium_binding_coiled_coil_1	CLAMP/
Hhon_g10081.t1		
Hhon_g10082.t1	non_SMC_condensin_I_complex_subunit_G	HEAT_2/Cnd3/
Hhon_g10083.t1	coiled_coil_domain_containing_33	C2/
Hhon_g10084.t1		
Hhon_g10085.t1	solute_carrier_family_6_member_5	SNF/
Hhon_g10086.t1	solute_carrier_family_6_member_5	SNF/
Hhon_g10087.t1	solute_carrier_family_6_member_5	SNF/
Hhon_g10088.t1	5_aminoimidazole_4_carboxamide_ribonucleotide_formyltransferase_IMP_cyclohydrolase	MGS/AICARFT_IMPCHas/
Hhon_g10089.t1	solute_carrier_family_49_member_4	MFS_1/
Hhon_g10090.t1	HSPB1_associated_protein_1	Cupin_8/
Hhon_g10091.t1	structural_maintenance_of_chromosomes_5	SMC_N/
Hhon_g10092.t1	sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain_containing_1	Ephrin_rec_like/
Hhon_g10093.t1	phospholipid_scramblase_1	Scramblase/
Hhon_g10094.t1	phospholipid_scramblase_1	Scramblase/
Hhon_g10095.t1		
Hhon_g10096.t1	F_box_and_leucine_rich_repeat_protein_20	F-box-like/LRR_6/LRR_6/LRR_6/
Hhon_g10097.t1	deltex_E3_ubiquitin_ligase_2	WWE/zf-ANAPC11/DTC/
Hhon_g10098.t1	BIVM_ERCC5_readthrough	
Hhon_g10099.t1	SLIT_and_NTRK_like_family_member_1	
Hhon_g10100.t1	1_acylglycerol_3_phosphate_O_acyltransferase_4	Acyltransf_C/
Hhon_g10101.t1	tyrosyl_tRNA_synthetase_1	tRNA-synt_1b/tRNA_bind/
Hhon_g10102.t1	QKI_KH_domain_containing_RNA_binding	STAR_dimer/
Hhon_g10103.t1	DnaJ_heat_shock_protein_family_Hsp40_member_C8	DnaJ/
Hhon_g10104.t1	solute_carrier_family_36_member_3	Aa_trans/
Hhon_g10105.t1	solute_carrier_family_36_member_3	Aa_trans/
Hhon_g10106.t1	solute_carrier_family_36_member_4	Aa_trans/
Hhon_g10107.t1	arginyl_tRNA_synthetase_1	Arg_tRNA_synt_N/tRNA-synt_1d/DALR_1/
Hhon_g10108.t1	solute_carrier_family_17_member_6	MFS_1/
Hhon_g10109.t1	myosin_IIIA	Pkinase/CNH/
Hhon_g10110.t1	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
Hhon_g10111.t1	dynein_axonemal_heavy_chain_5	DHC_N1/DHC_N1/DHC_N2/AAA_6/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
Hhon_g10112.t1	jagunal_homolog_1	Jagunal/
Hhon_g10113.t1	solute_carrier_family_35_member_F2	SLC35F/
Hhon_g10114.t1	interleukin_1_receptor_associated_kinase_1_binding_protein_1	SIMPL/
Hhon_g10115.t1	ovochymase_1	CUB/Trypsin/
Hhon_g10116.t1	transmembrane_serine_protease_11D	CUB/Trypsin/
Hhon_g10117.t1	potassium_channel_tetramerization_domain_containing_8	BTB_2/
Hhon_g10118.t1	nocturnin	Exo_endo_phos/
Hhon_g10119.t1	RB1_inducible_coiled_coil_1	
Hhon_g10120.t1	proteasome_assembly_chaperone_3	PAC3/
Hhon_g10121.t1		TRIC/
Hhon_g10122.t1	EBNA1_binding_protein_2	Ebp2/
Hhon_g10123.t1	WD_repeat_domain_36	WD40/WD40/WD40/Utp21/
Hhon_g10124.t1		
Hhon_g10125.t1	lysine_demethylase_4C	JmjN/JmjC/PHD_2/zf-HC5HC2H_2/Tudor_2/
Hhon_g10126.t1	ring_finger_protein_170	zf-C3HC4_3/DUF1232/
Hhon_g10127.t1	transportin_2	IBN_N/HEAT_EZ/
Hhon_g10128.t1	Yip1_domain_family_member_1	Yip1/
Hhon_g10129.t1	phenylalanyl_tRNA_synthetase_subunit_alpha	PheRS_DBD1/PheRS_DBD3/PheRS_DBD2/tRNA-synt_2d/
Hhon_g10130.t1	adhesion_G_protein_coupled_receptor_L2	Ig_3/GAIN/GPS/7tm_2/
Hhon_g10131.t1	cyclin_G_associated_kinase	Pkinase/PTEN_C2/
Hhon_g10132.t1	peroxiredoxin_2	AhpC-TSA/1-cysPrx_C/
Hhon_g10133.t1		
Hhon_g10134.t1	adaptor_related_protein_complex_1_subunit_mu_1	Clat_adaptor_s/Adap_comp_sub/
Hhon_g10135.t1	acid_sensing_ion_channel_subunit_2	ASC/
Hhon_g10136.t1	NIPBL_cohesin_loading_factor	Cohesin_HEAT/Nipped-B_C/
Hhon_g10137.t1	3_hydroxy_3_methylglutaryl_CoA_synthase_1	HMG_CoA_synt_N/HMG_CoA_synt_C/
Hhon_g10138.t1	Myb_like_SWIRM_and_MPN_domains_1	Myb_DNA-binding/SWIRM/JAB/
Hhon_g10139.t1	importin_13	IBN_N/Xpo1/Importin_rep/Importin_rep_3/
Hhon_g10140.t1	armadillo_like_helical_domain_containing_1	DUF5578/
Hhon_g10141.t1	glutamate_metabotropic_receptor_7	ANF_receptor/NCD3G/7tm_3/
Hhon_g10142.t1	glutamate_metabotropic_receptor_3	ANF_receptor/NCD3G/7tm_3/
Hhon_g10143.t1	glutamate_metabotropic_receptor_3	ANF_receptor/NCD3G/7tm_3/
Hhon_g10144.t1	glutamate_metabotropic_receptor_3	ANF_receptor/7tm_3/
Hhon_g10145.t1	calcium_sensing_receptor	ANF_receptor/7tm_3/
Hhon_g10146.t1	calcium_sensing_receptor	ANF_receptor/NCD3G/7tm_3/
Hhon_g10147.t1	calcium_sensing_receptor	ANF_receptor/7tm_3/
Hhon_g10148.t1	calcium_sensing_receptor	ANF_receptor/NCD3G/7tm_3/
Hhon_g10149.t1	ALG9_alpha_1_2_mannosyltransferase	Glyco_transf_22/
Hhon_g10150.t1	glutamyl_tRNA_synthetase_2_mitochondrial	tRNA-synt_1c/
Hhon_g10151.t1		CARD/
Hhon_g10152.t1		
Hhon_g10153.t1	patatin_like_phospholipase_domain_containing_8	Patatin/
Hhon_g10154.t1	neuropeptide_FF_receptor_2	7tm_1/
Hhon_g10155.t1	kelch_like_family_member_28	BTB/Slx4/
Hhon_g10156.t1	FERM_and_PDZ_domain_containing_1	
Hhon_g10157.t1	glucosamine_6_phosphate_deaminase_2	Glucosamine_iso/
Hhon_g10158.t1	Yip1_domain_family_member_6	Yip1/
Hhon_g10159.t1	thioredoxin	Thioredoxin/
Hhon_g10160.t1		TPR_12/
Hhon_g10161.t1		Acetyltransf_18/
Hhon_g10162.t1		Acetyltransf_1/Acetyltransf_18/
Hhon_g10163.t1		Acetyltransf_1/Acetyltransf_18/
Hhon_g10164.t1		
Hhon_g10165.t1	enoyl_CoA_hydratase_domain_containing_2	ECH_1/
Hhon_g10166.t1		DSBA/
Hhon_g10167.t1	enoyl_CoA_delta_isomerase_1	ECH_1/
Hhon_g10168.t1		
Hhon_g10169.t1	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_2/Ank_4/Ank_2/Ank_2/Ion_trans/
Hhon_g10170.t1	cyclin_dependent_kinase_8	Pkinase/
Hhon_g10171.t1		EPSP_synthase/
Hhon_g10172.t1	cubilin	CUB/CUB/CUB/
Hhon_g10173.t1	cubilin	CUB/CUB/CUB/
Hhon_g10174.t1		
Hhon_g10175.t1		
Hhon_g10176.t1	adhesion_G_protein_coupled_receptor_G6	CUB/
Hhon_g10177.t1	cathepsin_E	Asp/
Hhon_g10178.t1	cathepsin_D	Asp/
Hhon_g10179.t1	cathepsin_D	Asp/
Hhon_g10180.t1	cubilin	CUB/CUB/CUB/
Hhon_g10181.t1	thyroid_stimulating_hormone_receptor	7tm_1/
Hhon_g10182.t1		
Hhon_g10183.t1	thyroid_stimulating_hormone_receptor	7tm_1/
Hhon_g10184.t1	relaxin_family_peptide_receptor_2	7tm_1/
Hhon_g10185.t1		7tm_1/
Hhon_g10186.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10187.t1	arrestin_domain_containing_2	Arrestin_N/Arrestin_C/
Hhon_g10188.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
Hhon_g10189.t1		
Hhon_g10190.t1		
Hhon_g10191.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10192.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10193.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10194.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10195.t1	lipoprotein_a	MAM/Kringle/SRCR/SRCR/MAM/
Hhon_g10196.t1	lysyl_oxidase_like_3	MAM/Kringle/SRCR/SRCR/
Hhon_g10197.t1	TNFRSF1A_associated_via_death_domain	CARD/Death/
Hhon_g10198.t1	glutamate_metabotropic_receptor_7	ANF_receptor/NCD3G/7tm_3/
Hhon_g10199.t1	interleukin_1_receptor_associated_kinase_4	
Hhon_g10200.t1		Sel1/Sel1/Sel1/Sel1/Death/
Hhon_g10201.t1	prickle_planar_cell_polarity_protein_3	PET/LIM/LIM/LIM/
Hhon_g10202.t1	coiled_coil_domain_containing_146	
Hhon_g10203.t1		
Hhon_g10204.t1	ATPase_plasma_membrane_Ca2_transporting_2	Cation_ATPase_N/E1-E2_ATPase/E1-E2_ATPase/Cation_ATPase/Hydrolase_3/Cation_ATPase_C/ATP_Ca_trans_C/
Hhon_g10205.t1	host_cell_factor_C2	Kelch_6/Kelch_3/
Hhon_g10206.t1	synaptotagmin_1	C2/C2/
Hhon_g10207.t1		Sel1/Sel1/Sel1/Sel1/Death/
Hhon_g10208.t1	interleukin_1_receptor_associated_kinase_4	Pkinase/
Hhon_g10209.t1		7tm_1/
Hhon_g10210.t1	parkin_coregulated	ParcG/
Hhon_g10211.t1	origin_recognition_complex_subunit_5	AAA_22/ORC5_C/
Hhon_g10212.t1	EF_hand_calcium_binding_domain_10	DUF5582/
Hhon_g10213.t1	nucleolar_protein_8	RRM_1/
Hhon_g10214.t1	autophagy_related_7	ATG7_N/ThiF/
Hhon_g10215.t1	ankyrin_repeat_domain_55	Ank_2/Ank_2/
Hhon_g10216.t1	zinc_finger_MYND_type_containing_10	zf-MYND/
Hhon_g10217.t1	high_mobility_group_box_3	HMG_box_2/HMG_box/
Hhon_g10218.t1	dual_serine_threonine_and_tyrosine_protein_kinase	Pkinase/
Hhon_g10219.t1	mannosidase_alpha_class_1A_member_2	Glyco_hydro_47/
Hhon_g10220.t1	G_protein_coupled_receptor_101	7tm_1/
Hhon_g10221.t1	iodothyronine_deiodinase_1	T4_deiodinase/
Hhon_g10222.t1	SMCR8_C9orf72_complex_subunit	
Hhon_g10223.t1	cytochrome_P450_family_11_subfamily_A_member_1	p450/
Hhon_g10224.t1	MMS22_like_DNA_repair_protein	MMS22L_N/
Hhon_g10225.t1		COR/
Hhon_g10226.t1		
Hhon_g10227.t1		TPR_7/
Hhon_g10228.t1	meprin_A_subunit_beta	Astacin/Laminin_G_3/
Hhon_g10229.t1		MGAT2/
Hhon_g10230.t1	ribosomal_RNA_processing_8	Methyltransf_8/
Hhon_g10231.t1	interleukin_4_induced_1	Amino_oxidase/
Hhon_g10232.t1		
Hhon_g10233.t1	RAS_like_proto_oncogene_A	Ras/
Hhon_g10234.t1	nucleolar_protein_with_MIF4G_domain_1	MA3/
Hhon_g10235.t1	translational_activator_of_cytochrome_c_oxidase_I	Transcrip_reg/
Hhon_g10236.t1	LanC_like_1	LANC_like/
Hhon_g10237.t1	LanC_like_2	LANC_like/
Hhon_g10238.t1	YAE1_maturation_factor_of_ABCE1	Yae1_N/
Hhon_g10239.t1	cyclin_dependent_kinase_13	Pkinase/
Hhon_g10240.t1		Flagellin_N/Flagellin_C/
Hhon_g10241.t1		Flagellin_N/
Hhon_g10242.t1	GLI_pathogenesis_related_2	CAP/CAP/
Hhon_g10243.t1	ybeY_metalloendoribonuclease	UPF0054/
Hhon_g10244.t1	serine_threonine_kinase_16	Pkinase/
Hhon_g10245.t1		TPR_8/TPR_8/TPR_16/
Hhon_g10246.t1		
Hhon_g10247.t1	astacin_like_metalloendopeptidase	Astacin/
Hhon_g10248.t1	phosphoglycerate_dehydrogenase	2-Hacid_dh/2-Hacid_dh_C/
Hhon_g10249.t1	luteinizing_hormone_choriogonadotropin_receptor	7tm_1/APAF1_C/
Hhon_g10250.t1	relaxin_family_peptide_receptor_2	LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_g10251.t1		APAF1_C/
Hhon_g10252.t1		
Hhon_g10253.t1	fibroblast_activation_protein_alpha	Peptidase_S9/
Hhon_g10254.t1		TPR_12/TPR_8/TPR_12/TPR_12/TPR_10/TPR_12/TPR_12/TPR_12/
Hhon_g10255.t1		TPR_12/TPR_10/TPR_12/TPR_10/TPR_12/TPR_12/TPR_10/TPR_12/TPR_10/TPR_12/TPR_10/TPR_12/TPR_7/
Hhon_g10256.t1		TPR_12/TPR_10/TPR_12/TPR_12/TPR_12/TPR_10/TPR_12/TPR_10/TPR_12/TPR_12/TPR_12/
Hhon_g10257.t1		TPR_1/TPR_10/TPR_12/TPR_12/TPR_12/
Hhon_g10258.t1		TPR_10/TPR_12/TPR_7/
Hhon_g10259.t1		TPR_8/
Hhon_g10260.t1		
Hhon_g10261.t1	protein_arginine_methyltransferase_6	PrmA/
Hhon_g10262.t1	potassium_voltage_gated_channel_subfamily_H_member_8	PAS_9/Ion_trans/cNMP_binding/
Hhon_g10263.t1	zinc_finger_CCCH_type_containing_15	zf-CCCH/zf-CCCH_2/DFRP_C/
Hhon_g10264.t1	proliferation_associated_2G4	Peptidase_M24/
Hhon_g10265.t1		
Hhon_g10266.t1		DUF4817/
Hhon_g10267.t1	poly_A_specific_ribonuclease_subunit_PAN2	UCH_1/RNase_T/
Hhon_g10268.t1		
Hhon_g10269.t1		
Hhon_g10270.t1	importin_5	Importin_rep_4/HEAT_EZ/
Hhon_g10271.t1	importin_5	Importin_rep_6/
Hhon_g10272.t1	NACHT_and_WD_repeat_domain_containing_2	NACHT/
Hhon_g10273.t1	small_nuclear_ribonucleoprotein_D1_polypeptide	LSM/
Hhon_g10274.t1	calcium_binding_protein_39	Mo25/
Hhon_g10275.t1		
Hhon_g10276.t1		
Hhon_g10277.t1	SMG9_nonsense_mediated_mRNA_decay_factor	
Hhon_g10278.t1	phosphate_cytidylyltransferase_1_choline_beta	CTP_transf_like/
Hhon_g10279.t1	cilia_and_flagella_associated_protein_126	
Hhon_g10280.t1	phosphate_cytidylyltransferase_1_choline_beta	CTP_transf_like/
Hhon_g10281.t1	COP9_signalosome_subunit_9	MYEOV2/
Hhon_g10282.t1	ribosomal_protein_L22	Ribosomal_L22e/
Hhon_g10283.t1	cullin_3	Cullin/Cullin_Nedd8/
Hhon_g10284.t1	isochorismatase_domain_containing_1	Isochorismatase/
Hhon_g10285.t1	legumain	Peptidase_C13/
Hhon_g10286.t1	diphthamide_biosynthesis_2	Diphthamide_syn/
Hhon_g10287.t1	nuclear_FMR1_interacting_protein_1	NUFIP1/
Hhon_g10288.t1	nuclear_cap_binding_protein_subunit_2	
