orthogroup	transcript	species	gene	name
OG_8862	HoiH23_PlH23_009693-RA	HoiH23	HoiH23_PlH23_009693	
OG_8863	HoiH23_PlH23_009695-RA	HoiH23	HoiH23_PlH23_009695	
OG_8863	TrH2_TrispH2_005495-RA	TrH2	TrH2_TrispH2_005495	
OG_8863	Hhon_g10926.t1	Hhon	Hhon_g10926.t1	
OG_8863	Tadh_TriadT56181	Tadh	Tadh_TriadG56181	
OG_8864	TrH2_TrispH2_004067-RA	TrH2	TrH2_TrispH2_004067	nitric_oxide_synthase_1
OG_8864	HoiH23_PlH23_009915-RA	HoiH23	HoiH23_PlH23_009915	nitric_oxide_synthase_1
OG_8864	Hhon_g03949.t1	Hhon	Hhon_g03949.t1	nitric_oxide_synthase_1
OG_8864	Tadh_TriadT18893	Tadh	Tadh_TriadG18893	nitric_oxide_synthase_1
OG_8865	TrH2_TrispH2_004068-RA	TrH2	TrH2_TrispH2_004068	acyl_CoA_oxidase_3_pristanoyl
OG_8865	Hhon_g03948.t1	Hhon	Hhon_g03948.t1	acyl_CoA_oxidase_3_pristanoyl
OG_8865	HoiH23_PlH23_009916-RA	HoiH23	HoiH23_PlH23_009916	acyl_CoA_oxidase_3_pristanoyl
OG_8865	Tadh_TriadT18987	Tadh	Tadh_TriadG18987	acyl_CoA_oxidase_3_pristanoyl
OG_8866	Hhon_g03946.t1	Hhon	Hhon_g03946.t1	branched_chain_keto_acid_dehydrogenase_kinase
OG_8866	TrH2_TrispH2_004070-RA	TrH2	TrH2_TrispH2_004070	branched_chain_keto_acid_dehydrogenase_kinase
OG_8866	Tadh_TriadT52704	Tadh	Tadh_TriadG52704	branched_chain_keto_acid_dehydrogenase_kinase
OG_8866	HoiH23_PlH23_009918-RA	HoiH23	HoiH23_PlH23_009918	branched_chain_keto_acid_dehydrogenase_kinase
OG_8867	Hhon_g04853.t1	Hhon	Hhon_g04853.t1	
OG_8867	Hhon_g04854.t1	Hhon	Hhon_g04854.t1	
OG_8867	Hhon_g04855.t1	Hhon	Hhon_g04855.t1	
OG_8867	Tadh_TriadT64004	Tadh	Tadh_TriadG64004	
OG_8867	TrH2_TrispH2_005426-RA	TrH2	TrH2_TrispH2_005426	
OG_8867	HoiH23_PlH23_011377-RA	HoiH23	HoiH23_PlH23_011377	
OG_8867	Hhon_g05087.t1	Hhon	Hhon_g05087.t1	
OG_8867	Hhon_g05091.t1	Hhon	Hhon_g05091.t1	
OG_8868	Hhon_g05090.t1	Hhon	Hhon_g05090.t1	
OG_8868	Tadh_TriadT57406	Tadh	Tadh_TriadG57406	
OG_8868	TrH2_TrispH2_005428-RA	TrH2	TrH2_TrispH2_005428	
OG_8868	HoiH23_PlH23_011378-RA	HoiH23	HoiH23_PlH23_011378	
OG_8869	HoiH23_PlH23_010649-RA	HoiH23	HoiH23_PlH23_010649	dopamine_receptor_D5
OG_8869	Hhon_g03743.t1	Hhon	Hhon_g03743.t1	opioid_receptor_kappa_1
OG_8869	TrH2_TrispH2_003122-RA	TrH2	TrH2_TrispH2_003122	histamine_receptor_H2
OG_8869	Hhon_g07850.t1	Hhon	Hhon_g07850.t1	opioid_receptor_kappa_1
OG_8869	Tadh_TriadT51801	Tadh	Tadh_TriadG51801	histamine_receptor_H2
OG_8870	Hhon_g07851.t1	Hhon	Hhon_g07851.t1	
OG_8870	TrH2_TrispH2_003121-RA	TrH2	TrH2_TrispH2_003121	
OG_8870	Tadh_wf_g547.t1	Tadh	Tadh_wf_g547	
OG_8870	HoiH23_PlH23_010650-RA	HoiH23	HoiH23_PlH23_010650	
OG_8871	Hhon_g11333.t1	Hhon	Hhon_g11333.t1	relaxin_family_peptide_receptor_2
OG_8871	HoiH23_PlH23_010651-RA	HoiH23	HoiH23_PlH23_010651	thyroid_stimulating_hormone_receptor
OG_8872	TrH2_TrispH2_005425-RA	TrH2	TrH2_TrispH2_005425	
OG_8872	HoiH23_PlH23_008618-RA	HoiH23	HoiH23_PlH23_008618	
OG_8872	Hhon_g05086.t1	Hhon	Hhon_g05086.t1	
OG_8872	Tadh_TriadT57403	Tadh	Tadh_TriadG57403	
OG_8873	Hhon_g05084.t1	Hhon	Hhon_g05084.t1	
OG_8873	HoiH23_PlH23_008619-RA	HoiH23	HoiH23_PlH23_008619	
OG_8873	Tadh_TriadT57402	Tadh	Tadh_TriadG57402	
OG_8873	TrH2_TrispH2_005424-RA	TrH2	TrH2_TrispH2_005424	
OG_8874	Tadh_TriadT3406	Tadh	Tadh_TriadG3406	solute_carrier_family_35_member_E2B
OG_8874	TrH2_TrispH2_005421-RA	TrH2	TrH2_TrispH2_005421	solute_carrier_family_35_member_E2B
OG_8874	HoiH23_PlH23_008622-RA	HoiH23	HoiH23_PlH23_008622	solute_carrier_family_35_member_E2B
OG_8874	Hhon_g05081.t1	Hhon	Hhon_g05081.t1	solute_carrier_family_35_member_E2B
OG_8875	Tadh_TriadT26843	Tadh	Tadh_TriadG26843	prohibitin_2
OG_8875	TrH2_TrispH2_005419-RA	TrH2	TrH2_TrispH2_005419	prohibitin_2
OG_8875	Hhon_g05079.t1	Hhon	Hhon_g05079.t1	prohibitin_2
OG_8875	HoiH23_PlH23_008624-RA	HoiH23	HoiH23_PlH23_008624	prohibitin_2
OG_8876	HoiH23_PlH23_008625-RA	HoiH23	HoiH23_PlH23_008625	kelch_like_family_member_17
OG_8876	TrH2_TrispH2_005418-RA	TrH2	TrH2_TrispH2_005418	kelch_like_family_member_17
OG_8876	Hhon_g05078.t1	Hhon	Hhon_g05078.t1	kelch_like_family_member_17
OG_8876	Tadh_TriadT50396	Tadh	Tadh_TriadG50396	kelch_like_family_member_17
OG_8877	Hhon_g05076.t1	Hhon	Hhon_g05076.t1	COPI_coat_complex_subunit_beta_2
OG_8877	HoiH23_PlH23_008627-RA	HoiH23	HoiH23_PlH23_008627	COPI_coat_complex_subunit_beta_2
OG_8877	Tadh_TriadT26362	Tadh	Tadh_TriadG26362	COPI_coat_complex_subunit_beta_2
OG_8877	TrH2_TrispH2_005416-RA	TrH2	TrH2_TrispH2_005416	COPI_coat_complex_subunit_beta_2
OG_8878	HoiH23_PlH23_008629-RA	HoiH23	HoiH23_PlH23_008629	
OG_8878	Hhon_g00991.t1	Hhon	Hhon_g00991.t1	
OG_8879	Tadh_TriadT50804	Tadh	Tadh_TriadG50804	ribonucleotide_reductase_catalytic_subunit_M1
OG_8879	Hhon_g08703.t1	Hhon	Hhon_g08703.t1	ribonucleotide_reductase_catalytic_subunit_M1
OG_8879	Tadh_TriadT62896	Tadh	Tadh_TriadG62896	ribonucleotide_reductase_catalytic_subunit_M1
OG_8879	TrH2_TrispH2_010339-RA	TrH2	TrH2_TrispH2_010339	ribonucleotide_reductase_catalytic_subunit_M1
OG_8879	HoiH23_PlH23_010139-RA	HoiH23	HoiH23_PlH23_010139	ribonucleotide_reductase_catalytic_subunit_M1
OG_8880	Tadh_TriadT60075	Tadh	Tadh_TriadG60075	Rho_guanine_nucleotide_exchange_factor_17
OG_8880	Hhon_g08704.t1	Hhon	Hhon_g08704.t1	Rho_guanine_nucleotide_exchange_factor_17
OG_8880	TrH2_TrispH2_010340-RA	TrH2	TrH2_TrispH2_010340	Rho_guanine_nucleotide_exchange_factor_17
OG_8880	Tadh_TriadT62731	Tadh	Tadh_TriadG62731	
OG_8880	HoiH23_PlH23_010140-RA	HoiH23	HoiH23_PlH23_010140	Rho_guanine_nucleotide_exchange_factor_17
OG_8881	TrH2_TrispH2_010343-RA	TrH2	TrH2_TrispH2_010343	MAM_domain_containing_glycosylphosphatidylinositol_anchor_1
OG_8881	Hhon_g08707.t1	Hhon	Hhon_g08707.t1	MAM_domain_containing_glycosylphosphatidylinositol_anchor_1
OG_8881	Tadh_TriadT60072	Tadh	Tadh_TriadG60072	MAM_domain_containing_glycosylphosphatidylinositol_anchor_1
OG_8881	HoiH23_PlH23_010143-RA	HoiH23	HoiH23_PlH23_010143	MAM_domain_containing_glycosylphosphatidylinositol_anchor_1
OG_8882	HoiH23_PlH23_010144-RA	HoiH23	HoiH23_PlH23_010144	phospholipid_phosphatase_6
OG_8882	TrH2_TrispH2_010345-RA	TrH2	TrH2_TrispH2_010345	phospholipid_phosphatase_6
OG_8882	Tadh_TriadT7255	Tadh	Tadh_TriadG7255	phospholipid_phosphatase_6
OG_8882	Hhon_g08708.t1	Hhon	Hhon_g08708.t1	phospholipid_phosphatase_6
OG_8883	HoiH23_PlH23_008406-RA	HoiH23	HoiH23_PlH23_008406	mitochondrial_calcium_uptake_family_member_3
OG_8883	Hhon_g10368.t1	Hhon	Hhon_g10368.t1	mitochondrial_calcium_uptake_family_member_3
OG_8883	Hhon_g10369.t1	Hhon	Hhon_g10369.t1	mitochondrial_calcium_uptake_family_member_3
OG_8883	TrH2_TrispH2_011554-RA	TrH2	TrH2_TrispH2_011554	mitochondrial_calcium_uptake_family_member_3
OG_8883	Tadh_TriadT56755	Tadh	Tadh_TriadG56755	mitochondrial_calcium_uptake_family_member_3
OG_8884	TrH2_TrispH2_011555-RA	TrH2	TrH2_TrispH2_011555	hydroxysteroid_17_beta_dehydrogenase_12
OG_8884	Tadh_TriadT26050	Tadh	Tadh_TriadG26050	hydroxysteroid_17_beta_dehydrogenase_12
OG_8884	Hhon_g10367.t1	Hhon	Hhon_g10367.t1	hydroxysteroid_17_beta_dehydrogenase_12
OG_8884	HoiH23_PlH23_008407-RA	HoiH23	HoiH23_PlH23_008407	hydroxysteroid_17_beta_dehydrogenase_12
OG_8885	HoiH23_PlH23_008410-RA	HoiH23	HoiH23_PlH23_008410	tryptophanyl_tRNA_synthetase_2_mitochondrial
OG_8885	TrH2_TrispH2_010258-RA	TrH2	TrH2_TrispH2_010258	tryptophanyl_tRNA_synthetase_2_mitochondrial
OG_8885	Hhon_g10364.t1	Hhon	Hhon_g10364.t1	tryptophanyl_tRNA_synthetase_2_mitochondrial
OG_8885	Tadh_TriadT25667	Tadh	Tadh_TriadG25667	tryptophanyl_tRNA_synthetase_2_mitochondrial
OG_8886	Hhon_g10363.t1	Hhon	Hhon_g10363.t1	katanin_catalytic_subunit_A1_like_1
OG_8886	TrH2_TrispH2_010259-RA	TrH2	TrH2_TrispH2_010259	katanin_catalytic_subunit_A1
OG_8886	Tadh_TriadT25144	Tadh	Tadh_TriadG25144	katanin_catalytic_subunit_A1
OG_8886	HoiH23_PlH23_008411-RA	HoiH23	HoiH23_PlH23_008411	katanin_catalytic_subunit_A1
OG_8887	Hhon_g10362.t1	Hhon	Hhon_g10362.t1	mitogen_activated_protein_kinase_kinase_kinase_7
OG_8887	HoiH23_PlH23_008412-RA	HoiH23	HoiH23_PlH23_008412	mitogen_activated_protein_kinase_kinase_kinase_7
OG_8887	Tadh_TriadT25066	Tadh	Tadh_TriadG25066	mitogen_activated_protein_kinase_kinase_kinase_7
OG_8887	TrH2_TrispH2_010261-RA	TrH2	TrH2_TrispH2_010261	mitogen_activated_protein_kinase_kinase_kinase_7
OG_8888	Tadh_TriadT25769	Tadh	Tadh_TriadG25769	charged_multivesicular_body_protein_1B
OG_8888	HoiH23_PlH23_008413-RA	HoiH23	HoiH23_PlH23_008413	charged_multivesicular_body_protein_1B
OG_8888	TrH2_TrispH2_010262-RA	TrH2	TrH2_TrispH2_010262	charged_multivesicular_body_protein_1B
OG_8888	Hhon_g10361.t1	Hhon	Hhon_g10361.t1	charged_multivesicular_body_protein_1B
OG_8889	Hhon_g10355.t1	Hhon	Hhon_g10355.t1	
OG_8889	Tadh_TriadT56769	Tadh	Tadh_TriadG56769	
OG_8889	Hhon_g10765.t1	Hhon	Hhon_g10765.t1	
OG_8889	HoiH23_PlH23_008419-RA	HoiH23	HoiH23_PlH23_008419	
OG_8889	TrH2_TrispH2_010267-RA	TrH2	TrH2_TrispH2_010267	
OG_8890	Tadh_TriadT56770	Tadh	Tadh_TriadG56770	dopamine_receptor_D5
OG_8890	Hhon_g10763.t1	Hhon	Hhon_g10763.t1	histamine_receptor_H2
OG_8890	HoiH23_PlH23_008421-RA	HoiH23	HoiH23_PlH23_008421	histamine_receptor_H2
OG_8890	TrH2_TrispH2_010269-RA	TrH2	TrH2_TrispH2_010269	dopamine_receptor_D5
OG_8891	HoiH23_PlH23_009378-RA	HoiH23	HoiH23_PlH23_009378	chromodomain_helicase_DNA_binding_protein_9
OG_8891	Hhon_g07827.t1	Hhon	Hhon_g07827.t1	chromodomain_helicase_DNA_binding_protein_9
OG_8891	TrH2_TrispH2_000692-RA	TrH2	TrH2_TrispH2_000692	chromodomain_helicase_DNA_binding_protein_7
OG_8891	Tadh_TriadT30634	Tadh	Tadh_TriadG30634	chromodomain_helicase_DNA_binding_protein_7
OG_8892	Tadh_TriadT30534	Tadh	Tadh_TriadG30534	Forkhead.HG1.13:FOXC1/FOXC2/FOXL1/FOXS1
OG_8892	HoiH23_PlH23_009379-RA	HoiH23	HoiH23_PlH23_009379	Forkhead.HG1.13:FOXC1/FOXC2/FOXL1/FOXS1
OG_8892	Hhon_g07828.t1	Hhon	Hhon_g07828.t1	Forkhead.HG1.13:FOXC1/FOXC2/FOXL1/FOXS1
OG_8892	TrH2_TrispH2_000693-RA	TrH2	TrH2_TrispH2_000693	Forkhead.HG1.13:FOXC1/FOXC2/FOXL1/FOXS1
OG_8893	TrH2_TrispH2_000694-RA	TrH2	TrH2_TrispH2_000694	Forkhead.HG1.21:FOXQ1
OG_8893	Tadh_TriadT30486	Tadh	Tadh_TriadG30486	Forkhead.HG1.21:FOXQ1
OG_8893	HoiH23_PlH23_009380-RA	HoiH23	HoiH23_PlH23_009380	Forkhead.HG1.21:FOXQ1
OG_8893	Hhon_g07829.t1	Hhon	Hhon_g07829.t1	Forkhead.HG1.21:FOXQ1
OG_8894	TrH2_TrispH2_000696-RA	TrH2	TrH2_TrispH2_000696	Forkhead.HG1.18:FOXF1/FOXF2
OG_8894	HoiH23_PlH23_009381-RA	HoiH23	HoiH23_PlH23_009381	Forkhead.HG1.18:FOXF1/FOXF2
OG_8894	Hhon_g07830.t1	Hhon	Hhon_g07830.t1	Forkhead.HG1.18:FOXF1/FOXF2
OG_8894	Tadh_TriadT30602	Tadh	Tadh_TriadG30602	Forkhead.HG1.18:FOXF1/FOXF2
OG_8895	TrH2_TrispH2_000698-RA	TrH2	TrH2_TrispH2_000698	NIMA_related_kinase_11
OG_8895	HoiH23_PlH23_009383-RA	HoiH23	HoiH23_PlH23_009383	NIMA_related_kinase_11
OG_8895	Hhon_g07832.t1	Hhon	Hhon_g07832.t1	NIMA_related_kinase_11
OG_8895	Tadh_TriadT30735	Tadh	Tadh_TriadG30735	NIMA_related_kinase_11
OG_8896	Tadh_TriadT30557	Tadh	Tadh_TriadG30557	BTB_domain_containing_9
OG_8896	TrH2_TrispH2_000699-RA	TrH2	TrH2_TrispH2_000699	BTB_domain_containing_9
OG_8896	HoiH23_PlH23_009384-RA	HoiH23	HoiH23_PlH23_009384	BTB_domain_containing_9
OG_8896	Hhon_g07833.t1	Hhon	Hhon_g07833.t1	BTB_domain_containing_9
OG_8897	Hhon_g07834.t1	Hhon	Hhon_g07834.t1	WRN_helicase_interacting_protein_1
OG_8897	Tadh_TriadT30677	Tadh	Tadh_TriadG30677	WRN_helicase_interacting_protein_1
OG_8897	TrH2_TrispH2_000700-RA	TrH2	TrH2_TrispH2_000700	WRN_helicase_interacting_protein_1
OG_8897	HoiH23_PlH23_009385-RA	HoiH23	HoiH23_PlH23_009385	WRN_helicase_interacting_protein_1
OG_8898	TrH2_TrispH2_000735-RA	TrH2	TrH2_TrispH2_000735	hematopoietic_prostaglandin_D_synthase
OG_8898	Tadh_TriadT30702	Tadh	Tadh_TriadG30702	hematopoietic_prostaglandin_D_synthase
OG_8899	Hhon_g05002.t1	Hhon	Hhon_g05002.t1	adaptor_related_protein_complex_1_subunit_gamma_1
OG_8899	TrH2_TrispH2_000730-RA	TrH2	TrH2_TrispH2_000730	adaptor_related_protein_complex_1_subunit_gamma_1
OG_8899	Tadh_TriadT50819	Tadh	Tadh_TriadG50819	adaptor_related_protein_complex_1_subunit_gamma_1
OG_8899	HoiH23_PlH23_010296-RA	HoiH23	HoiH23_PlH23_010296	adaptor_related_protein_complex_1_subunit_gamma_1
OG_8900	TrH2_TrispH2_000728-RA	TrH2	TrH2_TrispH2_000728	
OG_8900	Tadh_TriadT60165	Tadh	Tadh_TriadG60165	
OG_8901	TrH2_TrispH2_000727-RA	TrH2	TrH2_TrispH2_000727	
OG_8901	Hhon_g05005.t1	Hhon	Hhon_g05005.t1	
OG_8901	Tadh_TriadT60164	Tadh	Tadh_TriadG60164	
OG_8901	HoiH23_PlH23_010299-RA	HoiH23	HoiH23_PlH23_010299	
OG_8902	TrH2_TrispH2_000726-RA	TrH2	TrH2_TrispH2_000726	
OG_8902	Tadh_wf_g9124.t1	Tadh	Tadh_wf_g9124	
OG_8902	HoiH23_PlH23_010300-RA	HoiH23	HoiH23_PlH23_010300	
OG_8902	Hhon_g05006.t1	Hhon	Hhon_g05006.t1	
OG_8903	HoiH23_PlH23_010856-RA	HoiH23	HoiH23_PlH23_010856	inositol_polyphosphate_5_phosphatase_J
OG_8903	TrH2_TrispH2_011482-RA	TrH2	TrH2_TrispH2_011482	inositol_polyphosphate_5_phosphatase_J
OG_8903	Hhon_g06539.t1	Hhon	Hhon_g06539.t1	inositol_polyphosphate_5_phosphatase_J
OG_8904	Hhon_g05601.t1	Hhon	Hhon_g05601.t1	
OG_8904	TrH2_TrispH2_009651-RA	TrH2	TrH2_TrispH2_009651	
OG_8904	Tadh_wf_g5550.t1	Tadh	Tadh_wf_g5550	regenerating_family_member_4
OG_8904	HoiH23_PlH23_011296-RA	HoiH23	HoiH23_PlH23_011296	
OG_8905	TrH2_TrispH2_006356-RA	TrH2	TrH2_TrispH2_006356	peptidase_M20_domain_containing_2
OG_8905	Hhon_g05702.t1	Hhon	Hhon_g05702.t1	peptidase_M20_domain_containing_2
OG_8905	Tadh_TriadT19407	Tadh	Tadh_TriadG19407	peptidase_M20_domain_containing_2
OG_8905	HoiH23_PlH23_002251-RA	HoiH23	HoiH23_PlH23_002251	peptidase_M20_domain_containing_2
OG_8906	Hhon_g05703.t1	Hhon	Hhon_g05703.t1	peptidase_M20_domain_containing_2
OG_8906	TrH2_TrispH2_006355-RA	TrH2	TrH2_TrispH2_006355	peptidase_M20_domain_containing_2
OG_8906	HoiH23_PlH23_002252-RA	HoiH23	HoiH23_PlH23_002252	peptidase_M20_domain_containing_2
OG_8906	Tadh_TriadT18544	Tadh	Tadh_TriadG18544	peptidase_M20_domain_containing_2
OG_8907	TrH2_TrispH2_006354-RA	TrH2	TrH2_TrispH2_006354	peptidase_M20_domain_containing_2
OG_8907	Tadh_TriadT18185	Tadh	Tadh_TriadG18185	peptidase_M20_domain_containing_2
OG_8907	Hhon_g05704.t1	Hhon	Hhon_g05704.t1	peptidase_M20_domain_containing_2
OG_8907	HoiH23_PlH23_002253-RA	HoiH23	HoiH23_PlH23_002253	peptidase_M20_domain_containing_2
OG_8907	Hhon_g05705.t1	Hhon	Hhon_g05705.t1	peptidase_M20_domain_containing_2
OG_8908	Tadh_TriadT20384	Tadh	Tadh_TriadG20384	hexose_6_phosphate_dehydrogenase_glucose_1_dehydrogenase
OG_8908	TrH2_TrispH2_006353-RA	TrH2	TrH2_TrispH2_006353	hexose_6_phosphate_dehydrogenase_glucose_1_dehydrogenase
OG_8909	Hhon_g05706.t1	Hhon	Hhon_g05706.t1	hexose_6_phosphate_dehydrogenase_glucose_1_dehydrogenase
OG_8909	HoiH23_PlH23_002254-RA	HoiH23	HoiH23_PlH23_002254	hexose_6_phosphate_dehydrogenase_glucose_1_dehydrogenase
OG_8910	HoiH23_PlH23_002256-RA	HoiH23	HoiH23_PlH23_002256	solute_carrier_family_39_member_8
OG_8910	Tadh_TriadT18721	Tadh	Tadh_TriadG18721	solute_carrier_family_39_member_14
OG_8910	TrH2_TrispH2_006352-RA	TrH2	TrH2_TrispH2_006352	solute_carrier_family_39_member_8
OG_8910	HoiH23_PlH23_002255-RA	HoiH23	HoiH23_PlH23_002255	solute_carrier_family_39_member_8
OG_8910	Hhon_g05707.t1	Hhon	Hhon_g05707.t1	solute_carrier_family_39_member_8
OG_8910	TrH2_TrispH2_006351-RA	TrH2	TrH2_TrispH2_006351	solute_carrier_family_39_member_14
OG_8910	Tadh_TriadT62928	Tadh	Tadh_TriadG62928	solute_carrier_family_39_member_14
OG_8911	HoiH23_PlH23_002258-RA	HoiH23	HoiH23_PlH23_002258	proteasome_26S_subunit_ATPase_3
OG_8911	TrH2_TrispH2_006349-RA	TrH2	TrH2_TrispH2_006349	proteasome_26S_subunit_ATPase_3
OG_8911	Hhon_g05709.t1	Hhon	Hhon_g05709.t1	proteasome_26S_subunit_ATPase_3
OG_8911	Tadh_TriadT49668	Tadh	Tadh_TriadG49668	proteasome_26S_subunit_ATPase_3
OG_8912	TrH2_TrispH2_006348-RA	TrH2	TrH2_TrispH2_006348	ATP_binding_cassette_subfamily_B_member_8
OG_8912	Hhon_g05710.t1	Hhon	Hhon_g05710.t1	ATP_binding_cassette_subfamily_B_member_8
OG_8912	Tadh_TriadT19732	Tadh	Tadh_TriadG19732	ATP_binding_cassette_subfamily_B_member_8
OG_8912	HoiH23_PlH23_002259-RA	HoiH23	HoiH23_PlH23_002259	ATP_binding_cassette_subfamily_B_member_8
OG_8913	Hhon_g05711.t1	Hhon	Hhon_g05711.t1	acid_phosphatase_1
OG_8913	TrH2_TrispH2_006347-RA	TrH2	TrH2_TrispH2_006347	acid_phosphatase_1
OG_8913	HoiH23_PlH23_002260-RA	HoiH23	HoiH23_PlH23_002260	acid_phosphatase_1
OG_8913	Tadh_TriadT51969	Tadh	Tadh_TriadG51969	acid_phosphatase_1
OG_8914	Hhon_g05713.t1	Hhon	Hhon_g05713.t1	acid_phosphatase_1
OG_8914	Tadh_TriadT51967	Tadh	Tadh_TriadG51967	acid_phosphatase_1
OG_8914	HoiH23_PlH23_002262-RA	HoiH23	HoiH23_PlH23_002262	acid_phosphatase_1
OG_8914	TrH2_TrispH2_006345-RA	TrH2	TrH2_TrispH2_006345	acid_phosphatase_1
OG_8915	Hhon_g05716.t1	Hhon	Hhon_g05716.t1	nudix_hydrolase_7
OG_8915	HoiH23_PlH23_002266-RA	HoiH23	HoiH23_PlH23_002266	nudix_hydrolase_7
OG_8915	Hhon_g05718.t1	Hhon	Hhon_g05718.t1	nudix_hydrolase_7
OG_8915	TrH2_TrispH2_006342-RA	TrH2	TrH2_TrispH2_006342	nudix_hydrolase_7
OG_8915	HoiH23_PlH23_002265-RA	HoiH23	HoiH23_PlH23_002265	nudix_hydrolase_7
OG_8915	Tadh_TriadT6614	Tadh	Tadh_TriadG6614	nudix_hydrolase_7
OG_8916	TrH2_TrispH2_006338-RA	TrH2	TrH2_TrispH2_006338	lamin_tail_domain_containing_1
OG_8916	Tadh_TriadT63507	Tadh	Tadh_TriadG63507	lamin_tail_domain_containing_1
OG_8916	Hhon_g05722.t1	Hhon	Hhon_g05722.t1	lamin_tail_domain_containing_1
OG_8916	HoiH23_PlH23_002270-RA	HoiH23	HoiH23_PlH23_002270	lamin_tail_domain_containing_1
OG_8917	HoiH23_PlH23_002271-RA	HoiH23	HoiH23_PlH23_002271	damage_specific_DNA_binding_protein_1
OG_8917	Hhon_g05723.t1	Hhon	Hhon_g05723.t1	damage_specific_DNA_binding_protein_1
OG_8917	Tadh_TriadT18324	Tadh	Tadh_TriadG18324	damage_specific_DNA_binding_protein_1
OG_8917	TrH2_TrispH2_006337-RA	TrH2	TrH2_TrispH2_006337	damage_specific_DNA_binding_protein_1
OG_8918	Tadh_TriadT51957	Tadh	Tadh_TriadG51957	mutS_homolog_4
OG_8918	HoiH23_PlH23_002273-RA	HoiH23	HoiH23_PlH23_002273	mutS_homolog_4
OG_8918	Hhon_g05725.t1	Hhon	Hhon_g05725.t1	mutS_homolog_4
OG_8918	TrH2_TrispH2_006335-RA	TrH2	TrH2_TrispH2_006335	mutS_homolog_4
OG_8919	Tadh_TriadT51956	Tadh	Tadh_TriadG51956	choline_kinase_alpha
OG_8919	Hhon_g05726.t1	Hhon	Hhon_g05726.t1	choline_kinase_alpha
OG_8919	HoiH23_PlH23_002274-RA	HoiH23	HoiH23_PlH23_002274	choline_kinase_alpha
OG_8919	TrH2_TrispH2_006334-RA	TrH2	TrH2_TrispH2_006334	choline_kinase_alpha
OG_8920	TrH2_TrispH2_006333-RA	TrH2	TrH2_TrispH2_006333	myotubularin_related_protein_1
OG_8920	HoiH23_PlH23_002275-RA	HoiH23	HoiH23_PlH23_002275	myotubularin_1
OG_8920	Hhon_g05727.t1	Hhon	Hhon_g05727.t1	myotubularin_related_protein_1
OG_8920	Tadh_TriadT51955	Tadh	Tadh_TriadG51955	myotubularin_related_protein_1
OG_8921	TrH2_TrispH2_006332-RA	TrH2	TrH2_TrispH2_006332	gamma_aminobutyric_acid_type_B_receptor_subunit_1
OG_8921	HoiH23_PlH23_002276-RA	HoiH23	HoiH23_PlH23_002276	gamma_aminobutyric_acid_type_B_receptor_subunit_1
OG_8921	Tadh_TriadT51953	Tadh	Tadh_TriadG51953	gamma_aminobutyric_acid_type_B_receptor_subunit_1
OG_8921	Hhon_g05728.t1	Hhon	Hhon_g05728.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
OG_8922	HoiH23_PlH23_002277-RA	HoiH23	HoiH23_PlH23_002277	galactokinase_2
OG_8922	Hhon_g05729.t1	Hhon	Hhon_g05729.t1	galactokinase_2
OG_8922	TrH2_TrispH2_006330-RA	TrH2	TrH2_TrispH2_006330	
OG_8922	TrH2_TrispH2_006331-RA	TrH2	TrH2_TrispH2_006331	galactokinase_2
OG_8922	Tadh_TriadT51952	Tadh	Tadh_TriadG51952	galactokinase_2
OG_8923	Tadh_TriadT51949	Tadh	Tadh_TriadG51949	glucosaminyl_N_acetyl_transferase_1
OG_8923	Hhon_g05732.t1	Hhon	Hhon_g05732.t1	glucosaminyl_N_acetyl_transferase_1
OG_8923	TrH2_TrispH2_006327-RA	TrH2	TrH2_TrispH2_006327	glucosaminyl_N_acetyl_transferase_1
OG_8923	HoiH23_PlH23_002280-RA	HoiH23	HoiH23_PlH23_002280	glucosaminyl_N_acetyl_transferase_family_member_7
OG_8924	TrH2_TrispH2_006323-RA	TrH2	TrH2_TrispH2_006323	adrenoceptor_beta_2
OG_8924	Tadh_TriadT51946	Tadh	Tadh_TriadG51946	adrenoceptor_beta_2
OG_8924	HoiH23_PlH23_002284-RA	HoiH23	HoiH23_PlH23_002284	G_protein_coupled_receptor_26
OG_8924	Hhon_g05736.t1	Hhon	Hhon_g05736.t1	opsin_4
OG_8925	Hhon_g05740.t1	Hhon	Hhon_g05740.t1	
OG_8925	HoiH23_PlH23_002285-RA	HoiH23	HoiH23_PlH23_002285	
OG_8926	TrH2_TrispH2_007520-RA	TrH2	TrH2_TrispH2_007520	glucosaminyl_N_acetyl_transferase_3_mucin_type
OG_8926	Tadh_TriadT14428	Tadh	Tadh_TriadG14428	glucosaminyl_N_acetyl_transferase_3_mucin_type
OG_8926	Hhon_g07615.t1	Hhon	Hhon_g07615.t1	glucosaminyl_N_acetyl_transferase_1
OG_8926	HoiH23_PlH23_002294-RA	HoiH23	HoiH23_PlH23_002294	glucosaminyl_N_acetyl_transferase_1
OG_8927	Hhon_g07616.t1	Hhon	Hhon_g07616.t1	HPS5_biogenesis_of_lysosomal_organelles_complex_2_subunit_2
OG_8927	HoiH23_PlH23_002295-RA	HoiH23	HoiH23_PlH23_002295	HPS5_biogenesis_of_lysosomal_organelles_complex_2_subunit_2
